鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區九如四路５８８巷１號,84.0,住,,,1040115,土地1建物1車位0,全,二層,透天厝,,加強磚造,0580403,89.8,2,2,1,有,無,4160000,46325,,0.0,0,,RPQNMLOJKHKFFAE27CA,89.8,0.0,0.0,,
前金區,房地(土地+建物),高雄市前金區文武二街２１０號,22.03,商,,,1031220,土地1建物1車位0,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850802,117.37,0,0,0,無,有,6800000,57936,,0.0,0,,RPUOMLOJKHKFFAE77CA,82.4,6.96,0.0,,
鹽埕區,房地(土地+建物),高雄市鹽埕區光榮街４６之１號,69.0,住,,,1031231,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0601216,149.1,4,2,3,有,無,10700000,71764,,0.0,0,,RPTNMLNJKHKFFAE47CA,149.1,0.0,0.0,,
前金區,土地,後金段463地號,6.34,住,,,1031223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1543473,243450,,0.0,0,向政府機關承購之案件。,RPPNMLTJKHKFFAE67CA,0.0,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里青海路59號二十二樓,22.63,住,,,1040109,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020619,224.03,3,1,2,有,有,19800000,88381,坡道平面,28.38,0,,RPRNMLTJKHKFFAE87CA,108.01,10.08,12.53,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路４５７號４樓之１,16.44,住,,,1040110,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960402,142.68,2,2,2,有,有,8650000,60625,坡道機械,8.15,0,,RPVNMLTJKHKFFAE28CA,79.91,4.06,8.34,,
鼓山區,房地(土地+建物),高雄市鼓山區明誠三路４４１號七樓之１,14.14,商,,,1040114,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950823,138.45999999999998,3,2,2,有,無,10600000,76556,,0.0,0,,RPOPMLTJKHKFFAE77CA,77.09,0.94,9.68,,
鼓山區,房地(土地+建物),高雄市鼓山區翠華路１１０巷７之３號,18.35,住,,,1040121,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680625,52.23,3,2,1,有,無,1000000,19146,,0.0,0,,RPQNMLQKKHKFFAE57CA,52.23,0.0,0.0,,
鼓山區,房地(土地+建物),高雄市鼓山區裕誠路１５９９號十三樓,13.15,住,,,1040104,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,126.72999999999999,3,2,2,有,有,5000000,39454,,0.0,0,,RPOOMLQKKHKFFAE47CA,92.16,1.06,7.63,,
