statistic_yyy,site_id,village,household_ordinary_total,household_business_total,household_single_total,household_ordinary_m,household_business_m,household_single_m,household_ordinary_f,household_business_f,household_single_f,district_code,year_ad
108,臺北市中山區,行仁里,2041,0,1019,3467,0,477,3818,0,542,63000040025,2019
108,臺北市中山區,行孝里,1029,0,602,1757,0,270,1857,0,332,63000040026,2019
108,臺北市中山區,行政里,1664,0,2227,2562,0,1310,2735,0,917,63000040024,2019
108,臺北市中山區,金泰里,2091,0,1378,3214,0,662,3442,0,716,63000040041,2019
108,臺北市中山區,集英里,1777,1,1577,2718,1,632,3145,2,945,63000040008,2019
108,臺北市中山區,龍洲里,1337,0,821,1986,0,355,2277,0,466,63000040035,2019
108,臺北市中正區,三愛里,2414,0,1185,3684,0,505,4218,0,680,63000050031,2019
108,臺北市中正區,光復里,987,0,884,1453,0,410,1597,0,474,63000050023,2019
108,臺北市中正區,南福里,3222,0,1501,5010,0,697,5285,0,804,63000050019,2019
108,臺北市中正區,南門里,808,0,276,1235,0,125,1405,0,151,63000050017,2019
108,臺北市中正區,富水里,715,0,361,1140,0,181,1192,0,180,63000050002,2019
108,臺北市中正區,幸市里,1152,0,790,1771,0,361,1956,0,429,63000050027,2019
108,臺北市中正區,幸福里,1376,0,1474,2085,0,841,2227,0,633,63000050026,2019
108,臺北市中正區,廈安里,1334,0,581,2107,0,293,2308,0,288,63000050015,2019
108,臺北市中正區,建國里,474,0,268,694,0,124,834,0,144,63000050022,2019
108,臺北市中正區,忠勤里,1581,0,1445,2318,0,683,2647,0,762,63000050014,2019
108,臺北市中正區,愛國里,956,0,416,1377,0,185,1692,0,231,63000050016,2019
108,臺北市中正區,文北里,1524,0,817,2409,0,368,2629,0,449,63000050029,2019
108,臺北市中正區,文盛里,658,0,504,1003,0,251,1076,0,253,63000050003,2019
108,臺北市中正區,文祥里,2305,0,893,3676,0,372,4027,0,521,63000050030,2019
108,臺北市中正區,新營里,2756,0,848,4450,0,404,4712,0,444,63000050021,2019
108,臺北市中正區,東門里,1081,0,595,1679,0,291,1815,0,304,63000050028,2019
108,臺北市中正區,板溪里,798,0,708,1213,0,305,1329,0,403,63000050008,2019
108,臺北市中正區,林興里,1214,0,947,1854,0,425,2043,0,522,63000050004,2019
108,臺北市中正區,梅花里,801,2,593,1232,4,256,1351,1,337,63000050025,2019
108,臺北市中正區,水源里,751,0,648,1159,0,268,1292,0,380,63000050001,2019
108,臺北市中正區,永功里,1630,0,884,2602,0,414,2765,0,470,63000050011,2019
108,臺北市中正區,永昌里,1231,0,831,2012,0,432,2139,0,399,63000050012,2019
108,臺北市中正區,河堤里,1158,0,859,1764,0,408,1963,0,451,63000050005,2019
108,臺北市中正區,網溪里,1488,0,1039,2265,0,455,2562,0,584,63000050007,2019
108,臺北市中正區,螢圃里,1413,0,1090,2211,0,488,2342,0,602,63000050009,2019
108,臺北市中正區,螢雪里,1079,0,753,1776,0,341,1895,0,412,63000050010,2019
108,臺北市中正區,頂東里,1469,0,1346,2197,0,593,2469,0,753,63000050006,2019
108,臺北市中正區,黎明里,870,1,771,1274,32,363,1398,0,408,63000050024,2019
108,臺北市中正區,龍光里,966,0,364,1601,0,190,1680,0,174,63000050018,2019
108,臺北市中正區,龍福里,1610,0,756,2545,0,329,2713,0,427,63000050020,2019
108,臺北市中正區,龍興里,1143,1,432,1825,1,213,1935,0,219,63000050013,2019
108,臺北市信義區,三張里,2298,0,1373,3676,0,607,3940,0,766,63000020030,2019
108,臺北市信義區,三犁里,1332,0,839,2148,0,377,2368,0,462,63000020031,2019
108,臺北市信義區,中坡里,1144,0,558,1894,0,288,2027,0,270,63000020024,2019
108,臺北市信義區,中興里,874,1,881,1193,15,353,1430,29,528,63000020004,2019
108,臺北市信義區,中行里,2007,0,946,3451,0,467,3628,0,479,63000020025,2019
108,臺北市信義區,五全里,1220,0,742,1965,0,335,2185,0,407,63000020013,2019
108,臺北市信義區,五常里,902,0,564,1508,0,260,1616,0,304,63000020012,2019
108,臺北市信義區,六合里,1745,0,1071,2750,0,478,2999,0,593,63000020032,2019
108,臺北市信義區,六藝里,948,0,454,1626,0,229,1763,0,225,63000020010,2019
108,臺北市信義區,嘉興里,798,0,516,1242,0,217,1402,0,299,63000020037,2019
108,臺北市信義區,四維里,1360,0,790,2189,0,350,2332,0,440,63000020017,2019
108,臺北市信義區,四育里,1361,0,826,2328,0,408,2414,0,418,63000020016,2019
108,臺北市信義區,國業里,2094,0,930,3362,0,436,3680,0,494,63000020020,2019
108,臺北市信義區,大仁里,1016,0,628,1653,0,281,1800,0,347,63000020027,2019
108,臺北市信義區,大道里,1552,0,897,2570,0,413,2694,0,484,63000020026,2019
108,臺北市信義區,安康里,2855,1,1546,4501,4,679,4970,0,867,63000020009,2019
108,臺北市信義區,富台里,1115,0,861,1764,0,326,1900,0,535,63000020019,2019
108,臺北市信義區,廣居里,2106,0,1041,3373,0,443,3726,0,598,63000020008,2019
108,臺北市信義區,惠安里,1672,0,967,2737,0,451,2933,0,516,63000020029,2019
108,臺北市信義區,敦厚里,1306,0,992,2041,0,386,2225,0,606,63000020007,2019
108,臺北市信義區,新仁里,867,1,505,1379,0,226,1521,2,279,63000020005,2019
108,臺北市信義區,景勤里,994,0,678,1626,0,302,1713,0,376,63000020035,2019
108,臺北市信義區,景新里,1351,0,826,2090,0,359,2379,0,467,63000020028,2019
108,臺北市信義區,景聯里,1179,0,746,1839,0,331,2067,0,415,63000020034,2019
108,臺北市信義區,松光里,1236,0,847,1979,0,392,2103,0,455,63000020023,2019
108,臺北市信義區,松友里,1818,0,734,3012,0,334,3351,0,400,63000020022,2019
108,臺北市信義區,松隆里,566,0,311,937,0,151,979,0,160,63000020021,2019
108,臺北市信義區,正和里,1234,0,709,1912,0,264,2142,0,445,63000020002,2019
108,臺北市信義區,永吉里,904,0,542,1755,0,279,1768,0,263,63000020014,2019
108,臺北市信義區,永春里,1240,0,787,2026,0,383,2203,0,404,63000020018,2019
108,臺北市信義區,泰和里,2015,0,1160,3233,0,550,3590,0,610,63000020033,2019
108,臺北市信義區,興隆里,706,0,478,1063,0,218,1214,0,260,63000020003,2019
108,臺北市信義區,興雅里,1445,0,1023,2241,0,458,2515,0,565,63000020006,2019
108,臺北市信義區,西村里,1335,1,1561,2021,1,934,2221,0,627,63000020001,2019
108,臺北市信義區,長春里,1048,0,676,1790,0,317,1862,0,359,63000020015,2019
108,臺北市信義區,雅祥里,1272,1,852,2111,0,404,2183,1,448,63000020011,2019
108,臺北市信義區,雙和里,1831,0,1118,2929,0,488,3162,0,630,63000020036,2019
108,臺北市信義區,黎安里,490,1,418,834,1,150,810,0,268,63000020041,2019
108,臺北市信義區,黎平里,1815,0,1188,2758,0,542,3123,0,646,63000020039,2019
108,臺北市信義區,黎忠里,1187,0,814,1912,0,353,2102,0,461,63000020040,2019
108,臺北市信義區,黎順里,1004,0,776,1615,0,335,1724,0,441,63000020038,2019
108,臺北市內湖區,五分里,3090,0,1071,5141,0,449,5620,0,622,63000100022,2019
108,臺北市內湖區,內湖里,1576,0,1249,2357,0,508,2672,0,741,63000100009,2019
108,臺北市內湖區,內溝里,1234,0,616,2066,0,302,2193,0,314,63000100025,2019
108,臺北市內湖區,南湖里,1701,0,555,2657,0,207,2945,0,348,63000100040,2019
108,臺北市內湖區,大湖里,1476,0,722,2362,0,289,2582,0,433,63000100012,2019
108,臺北市內湖區,安泰里,1493,0,605,2463,0,306,2639,0,299,63000100033,2019
108,臺北市內湖區,安湖里,2164,0,614,3670,0,294,4032,0,320,63000100031,2019
108,臺北市內湖區,寶湖里,2526,0,1563,3859,0,685,4113,0,878,63000100039,2019
108,臺北市內湖區,康寧里,2531,0,685,4284,0,314,4658,0,371,63000100035,2019
108,臺北市內湖區,明湖里,1603,0,430,2647,0,207,2898,0,223,63000100036,2019
108,臺北市內湖區,東湖里,2003,0,822,3389,0,395,3618,0,427,63000100023,2019
108,臺北市內湖區,樂康里,2260,0,873,3824,0,411,4169,0,462,63000100024,2019
108,臺北市內湖區,清白里,2332,0,1448,3551,0,570,3855,0,878,63000100017,2019
108,臺北市內湖區,港墘里,1689,0,716,2709,0,284,2960,0,432,63000100005,2019
108,臺北市內湖區,港富里,2586,0,1045,4255,0,480,4591,0,565,63000100007,2019
108,臺北市內湖區,港華里,2599,0,859,4272,0,419,4760,0,440,63000100008,2019
108,臺北市內湖區,港都里,1583,0,602,2598,0,276,2771,0,326,63000100006,2019
108,臺北市內湖區,湖元里,1464,0,661,2373,0,338,2585,0,323,63000100030,2019
108,臺北市內湖區,湖濱里,2313,0,1030,3595,0,447,4018,0,583,63000100010,2019
108,臺北市內湖區,湖興里,2057,0,2067,3226,0,1128,3440,0,939,63000100029,2019
108,臺北市內湖區,瑞光里,1260,0,534,1952,0,238,2204,0,296,63000100021,2019
108,臺北市內湖區,瑞陽里,2037,0,1136,3197,0,503,3508,0,633,63000100020,2019
108,臺北市內湖區,石潭里,1023,0,952,1526,0,425,1641,0,527,63000100028,2019
108,臺北市內湖區,碧山里,1900,0,864,3160,0,397,3324,0,467,63000100015,2019
108,臺北市內湖區,秀湖里,1671,0,775,2686,0,366,2881,0,409,63000100032,2019
108,臺北市內湖區,紫星里,2121,0,949,3508,0,412,3725,0,537,63000100011,2019
108,臺北市內湖區,紫陽里,2101,0,1113,3439,0,495,3674,0,618,63000100019,2019
108,臺北市內湖區,紫雲里,1520,0,759,2532,0,343,2706,0,416,63000100016,2019
108,臺北市內湖區,葫洲里,2142,0,653,3446,0,290,3791,0,363,63000100018,2019
108,臺北市內湖區,蘆洲里,360,0,162,664,0,100,596,0,62,63000100037,2019
108,臺北市內湖區,行善里,1809,0,1167,2969,0,560,3086,0,607,63000100027,2019
108,臺北市內湖區,西安里,1714,0,876,2775,0,408,3050,0,468,63000100003,2019
108,臺北市內湖區,西康里,2476,0,1406,3972,0,601,4298,0,805,63000100002,2019
108,臺北市內湖區,西湖里,1881,0,947,3064,0,476,3273,0,471,63000100001,2019
108,臺北市內湖區,週美里,2222,1,1548,3563,0,719,3809,1,829,63000100026,2019
108,臺北市內湖區,金湖里,2900,0,1052,4431,0,442,5025,0,610,63000100034,2019
108,臺北市內湖區,金瑞里,1830,0,800,2935,0,335,3263,0,465,63000100014,2019
108,臺北市內湖區,金龍里,1374,0,695,2358,0,329,2425,0,366,63000100013,2019
108,臺北市內湖區,麗山里,1607,0,740,2661,0,326,2899,0,414,63000100038,2019
108,臺北市北投區,一德里,1977,2,908,3359,3,442,3536,3,466,63000120037,2019
108,臺北市北投區,中和里,1270,1,704,2088,22,328,2240,16,376,63000120030,2019
108,臺北市北投區,中央里,2206,0,1189,3624,0,565,3862,0,624,63000120022,2019
108,臺北市北投區,中庸里,1133,0,605,1800,0,283,1945,0,322,63000120028,2019
108,臺北市北投區,中心里,1598,0,1513,2407,0,620,2653,0,893,63000120027,2019
108,臺北市北投區,八仙里,1427,1,795,2394,2,374,2514,2,421,63000120018,2019
108,臺北市北投區,吉利里,2001,0,632,3334,0,266,3608,0,366,63000120013,2019
108,臺北市北投區,吉慶里,1453,0,469,2411,0,208,2636,0,261,63000120014,2019
108,臺北市北投區,大同里,1530,0,857,2516,0,413,2635,0,444,63000120024,2019
108,臺北市北投區,大屯里,308,0,130,588,0,81,559,0,49,63000120041,2019
108,臺北市北投區,奇岩里,2672,0,1601,4493,0,722,4665,0,879,63000120020,2019
108,臺北市北投區,尊賢里,1319,0,472,2170,0,220,2443,0,252,63000120015,2019
108,臺北市北投區,建民里,1105,0,716,1762,0,354,1920,0,362,63000120001,2019
108,臺北市北投區,振華里,2065,0,859,3295,0,398,3698,0,461,63000120008,2019
108,臺北市北投區,文化里,1177,0,479,1895,0,215,1999,0,264,63000120033,2019
108,臺北市北投區,文林里,1124,0,649,1818,0,298,1964,0,351,63000120002,2019
108,臺北市北投區,智仁里,1600,0,716,2699,0,306,2896,0,410,63000120031,2019
108,臺北市北投區,東華里,1233,2,430,2010,3,197,2244,0,233,63000120012,2019
108,臺北市北投區,林泉里,755,0,689,1187,0,339,1240,0,350,63000120026,2019
108,臺北市北投區,桃源里,1555,0,795,2616,0,401,2734,0,394,63000120036,2019
108,臺北市北投區,榮光里,2079,0,756,3442,0,351,3834,0,405,63000120005,2019
108,臺北市北投區,榮華里,1961,0,1000,3133,0,428,3487,0,572,63000120006,2019
108,臺北市北投區,永和里,2456,0,1286,3918,0,577,4290,0,709,63000120009,2019
108,臺北市北投區,永明里,1390,0,522,2262,0,226,2532,0,296,63000120011,2019
108,臺北市北投區,永欣里,2318,1,1236,3384,4,498,3833,3,738,63000120010,2019
108,臺北市北投區,泉源里,568,0,296,1085,0,176,1044,0,120,63000120039,2019
108,臺北市北投區,洲美里,580,0,263,1040,0,128,1011,0,135,63000120019,2019
108,臺北市北投區,清江里,2257,0,2048,3684,0,1202,3825,0,846,63000120021,2019
108,臺北市北投區,湖山里,386,0,315,690,0,175,655,0,140,63000120040,2019
108,臺北市北投區,湖田里,233,0,141,424,0,93,384,0,48,63000120042,2019
108,臺北市北投區,溫泉里,1694,0,1120,2693,0,510,2950,0,610,63000120025,2019
108,臺北市北投區,石牌里,1350,0,739,2211,0,328,2390,0,411,63000120003,2019
108,臺北市北投區,福興里,1967,0,780,3207,0,352,3510,0,428,63000120004,2019
108,臺北市北投區,秀山里,834,0,393,1427,0,192,1500,0,201,63000120032,2019
108,臺北市北投區,稻香里,1406,0,815,2341,0,401,2384,0,414,63000120035,2019
108,臺北市北投區,立賢里,1550,0,540,2578,0,243,2804,0,297,63000120016,2019
108,臺北市北投區,立農里,2520,0,950,4187,0,450,4547,0,500,63000120017,2019
108,臺北市北投區,裕民里,2062,0,1079,3286,0,480,3572,0,599,63000120007,2019
108,臺北市北投區,豐年里,1187,0,516,2032,0,259,2161,0,257,63000120034,2019
108,臺北市北投區,長安里,1588,1,1170,2497,0,491,2776,2,679,63000120023,2019
108,臺北市北投區,開明里,1725,0,930,2805,0,430,3048,0,500,63000120029,2019
108,臺北市北投區,關渡里,2879,1,1372,4907,279,616,5170,108,756,63000120038,2019
108,臺北市南港區,三重里,1979,0,1646,3093,0,749,3202,0,897,63000090004,2019
108,臺北市南港區,中南里,937,0,571,1632,0,291,1663,0,280,63000090002,2019
108,臺北市南港區,中研里,2527,0,1095,4271,0,546,4384,0,549,63000090017,2019
108,臺北市南港區,九如里,1699,0,838,2915,0,395,2968,0,443,63000090018,2019
108,臺北市南港區,仁福里,1481,0,767,2414,0,384,2501,0,383,63000090019,2019
108,臺北市南港區,南港里,1624,0,1318,2723,0,759,2757,0,559,63000090001,2019
108,臺北市南港區,合成里,1725,0,1050,2818,0,494,2965,0,556,63000090010,2019
108,臺北市南港區,成福里,1991,0,994,3338,0,448,3547,0,546,63000090011,2019
108,臺北市南港區,新光里,937,0,565,1539,0,245,1661,0,320,63000090006,2019
108,臺北市南港區,新富里,1029,0,558,1771,0,261,1801,0,297,63000090003,2019
108,臺北市南港區,東新里,1895,0,933,3310,0,446,3353,0,487,63000090005,2019
108,臺北市南港區,東明里,1254,0,711,2052,0,341,2106,0,370,63000090007,2019
108,臺北市南港區,玉成里,1244,0,779,2062,0,372,2124,0,407,63000090009,2019
108,臺北市南港區,百福里,1356,0,796,2318,0,353,2412,0,443,63000090014,2019
108,臺北市南港區,聯成里,1334,0,688,2192,0,343,2309,0,345,63000090015,2019
108,臺北市南港區,舊莊里,2305,0,1224,3900,0,595,4111,0,629,63000090016,2019
108,臺北市南港區,萬福里,1096,0,650,1796,0,293,1923,0,357,63000090012,2019
108,臺北市南港區,西新里,1218,0,645,2089,0,292,2197,0,353,63000090008,2019
108,臺北市南港區,重陽里,1484,0,932,2307,0,418,2430,0,514,63000090020,2019
108,臺北市南港區,鴻福里,1171,0,568,1896,0,291,2119,0,277,63000090013,2019
108,臺北市士林區,三玉里,1544,1,654,2517,32,265,2800,0,389,63000110033,2019
108,臺北市士林區,仁勇里,950,0,617,1630,0,304,1755,0,313,63000110001,2019
108,臺北市士林區,公館里,323,0,206,600,0,129,605,0,77,63000110044,2019
108,臺北市士林區,前港里,1151,0,590,1970,0,269,2113,0,321,63000110010,2019
108,臺北市士林區,名山里,1890,0,807,3065,0,353,3488,0,454,63000110026,2019
108,臺北市士林區,天和里,2033,0,737,3402,0,340,3712,0,397,63000110039,2019
108,臺北市士林區,天壽里,1371,0,624,2163,0,258,2521,0,366,63000110038,2019
108,臺北市士林區,天山里,1910,0,806,3036,0,346,3395,0,460,63000110040,2019
108,臺北市士林區,天母里,1756,2,826,2909,20,354,3167,21,472,63000110042,2019
108,臺北市士林區,天玉里,2386,0,1098,3841,0,424,4301,0,674,63000110041,2019
108,臺北市士林區,天祿里,1398,0,594,2294,0,251,2566,0,343,63000110037,2019
108,臺北市士林區,天福里,1698,0,699,2829,0,289,3139,0,410,63000110036,2019
108,臺北市士林區,富光里,1523,0,679,2679,0,320,2779,0,359,63000110016,2019
108,臺北市士林區,富洲里,1515,0,1334,2507,0,735,2397,0,599,63000110024,2019
108,臺北市士林區,岩山里,897,0,363,1481,0,187,1651,0,176,63000110025,2019
108,臺北市士林區,平等里,349,0,200,657,0,122,690,0,78,63000110048,2019
108,臺北市士林區,後港里,2094,0,1041,3667,0,536,3757,0,505,63000110008,2019
108,臺北市士林區,德華里,1485,0,787,2358,0,343,2678,0,444,63000110028,2019
108,臺北市士林區,德行里,1156,0,805,1839,0,295,1902,0,510,63000110027,2019
108,臺北市士林區,忠誠里,1475,0,726,2376,0,339,2620,0,387,63000110030,2019
108,臺北市士林區,承德里,1452,0,901,2287,0,395,2521,0,506,63000110012,2019
108,臺北市士林區,新安里,456,0,292,803,0,157,844,0,135,63000110045,2019
108,臺北市士林區,明勝里,1294,0,691,2085,0,318,2247,0,373,63000110014,2019
108,臺北市士林區,東山里,1350,0,479,2327,0,222,2504,0,257,63000110032,2019
108,臺北市士林區,永倫里,1784,0,964,3150,0,485,3147,0,479,63000110022,2019
108,臺北市士林區,永福里,304,2,149,539,10,79,568,15,70,63000110043,2019
108,臺北市士林區,溪山里,356,0,222,660,0,129,665,0,93,63000110049,2019
108,臺北市士林區,百齡里,1828,0,723,3209,0,362,3437,0,361,63000110011,2019
108,臺北市士林區,社園里,1889,0,777,3382,0,412,3457,0,365,63000110021,2019
108,臺北市士林區,社子里,1668,0,818,2911,0,410,2996,0,408,63000110019,2019
108,臺北市士林區,社新里,2344,0,1161,4138,0,579,4155,0,582,63000110020,2019
108,臺北市士林區,福中里,1809,0,816,3079,0,383,3248,0,433,63000110009,2019
108,臺北市士林區,福佳里,2021,0,1004,3418,0,448,3615,0,556,63000110007,2019
108,臺北市士林區,福安里,1253,0,728,2193,0,435,2064,0,293,63000110023,2019
108,臺北市士林區,福德里,1301,0,1666,2101,0,1015,2207,0,651,63000110004,2019
108,臺北市士林區,福志里,1979,0,1080,3256,0,442,3444,0,638,63000110005,2019
108,臺北市士林區,福林里,726,1,536,1216,0,254,1279,9,282,63000110003,2019
108,臺北市士林區,福華里,1611,0,969,2618,0,453,2831,0,516,63000110013,2019
108,臺北市士林區,福順里,1391,0,788,2367,0,385,2449,0,403,63000110015,2019
108,臺北市士林區,義信里,823,0,581,1378,0,263,1456,0,318,63000110002,2019
108,臺北市士林區,翠山里,726,0,463,1059,0,220,1214,0,243,63000110050,2019
108,臺北市士林區,聖山里,1344,0,598,2175,0,265,2422,0,333,63000110029,2019
108,臺北市士林區,臨溪里,759,0,451,1231,0,223,1319,0,228,63000110051,2019
108,臺北市士林區,舊佳里,1589,0,931,2586,0,434,2855,0,497,63000110006,2019
108,臺北市士林區,芝山里,2037,0,778,3406,0,351,3681,0,427,63000110031,2019
108,臺北市士林區,菁山里,366,0,225,752,0,138,648,0,87,63000110047,2019
108,臺北市士林區,葫東里,1014,0,600,1799,0,273,1870,0,327,63000110018,2019
108,臺北市士林區,葫蘆里,1959,0,894,3397,0,395,3617,0,499,63000110017,2019
108,臺北市士林區,蘭興里,1674,0,778,2720,0,319,3046,0,459,63000110035,2019
108,臺北市士林區,蘭雅里,2316,0,1071,3791,0,459,4230,0,612,63000110034,2019
108,臺北市士林區,陽明里,680,3,769,1091,44,357,1158,38,412,63000110046,2019
108,臺北市大同區,保安里,1032,0,638,1717,0,315,1796,0,323,63000060026,2019
108,臺北市大同區,光能里,1325,0,732,2195,0,362,2410,0,370,63000060008,2019
108,臺北市大同區,南芳里,1064,0,640,1688,0,286,1894,0,354,63000060012,2019
108,臺北市大同區,國慶里,1149,0,761,1858,0,332,2041,0,429,63000060018,2019
108,臺北市大同區,國順里,658,0,402,1195,0,210,1108,0,192,63000060017,2019
108,臺北市大同區,大有里,1221,0,676,2046,0,349,2183,0,327,63000060009,2019
108,臺北市大同區,延平里,1002,0,894,1619,0,440,1765,0,454,63000060010,2019
108,臺北市大同區,建功里,1172,0,921,1871,0,456,2103,0,465,63000060003,2019
108,臺北市大同區,建明里,809,0,719,1262,0,360,1406,0,359,63000060002,2019
108,臺北市大同區,建泰里,940,1,691,1513,32,327,1599,35,364,63000060004,2019
108,臺北市大同區,揚雅里,992,0,1406,1604,0,865,1546,0,541,63000060019,2019
108,臺北市大同區,斯文里,1204,0,876,1960,0,438,2039,0,438,63000060020,2019
108,臺北市大同區,星明里,1574,0,1060,2542,0,472,2741,0,588,63000060007,2019
108,臺北市大同區,景星里,651,0,510,1117,0,256,1120,0,254,63000060014,2019
108,臺北市大同區,朝陽里,1119,0,910,1758,0,401,1853,0,509,63000060006,2019
108,臺北市大同區,民權里,1694,0,884,2807,0,395,3038,0,489,63000060013,2019
108,臺北市大同區,永樂里,1346,0,884,2214,0,452,2285,0,432,63000060005,2019
108,臺北市大同區,玉泉里,714,0,546,1202,0,275,1260,0,271,63000060001,2019
108,臺北市大同區,老師里,1521,0,839,2567,0,410,2616,0,429,63000060024,2019
108,臺北市大同區,至聖里,2025,1,1375,3250,5,635,3519,9,740,63000060022,2019
108,臺北市大同區,蓬萊里,1267,0,833,2015,0,406,2193,0,427,63000060016,2019
108,臺北市大同區,鄰江里,1619,0,1009,2768,0,497,2804,0,512,63000060021,2019
108,臺北市大同區,重慶里,1691,1,850,2801,0,373,3011,12,477,63000060025,2019
108,臺北市大同區,隆和里,782,0,465,1319,0,234,1420,0,231,63000060015,2019
108,臺北市大同區,雙連里,2406,0,1423,4024,0,678,4344,0,745,63000060011,2019
108,臺北市大安區,仁愛里,1378,0,797,2085,0,327,2506,0,470,63000030005,2019
108,臺北市大安區,仁慈里,1515,0,540,2519,0,237,2792,0,303,63000030002,2019
108,臺北市大安區,住安里,1285,0,1016,2033,0,419,2190,0,597,63000030029,2019
108,臺北市大安區,光信里,2062,0,997,3236,0,420,3711,0,577,63000030056,2019
108,臺北市大安區,光明里,1074,0,380,1772,0,178,1897,0,202,63000030019,2019
108,臺北市大安區,光武里,1916,0,1353,2885,0,540,3360,0,813,63000030010,2019
108,臺北市大安區,全安里,1154,0,679,1750,0,279,2010,0,400,63000030035,2019
108,臺北市大安區,古莊里,1959,0,1294,2926,0,577,3412,0,717,63000030014,2019
108,臺北市大安區,古風里,1115,0,699,1713,0,318,1923,0,381,63000030013,2019
108,臺北市大安區,和安里,1888,0,655,3237,0,292,3404,0,363,63000030003,2019
108,臺北市大安區,大學里,2338,0,1255,3610,0,509,4037,0,746,63000030043,2019
108,臺北市大安區,學府里,658,0,384,1135,0,211,1210,0,173,63000030057,2019
108,臺北市大安區,建倫里,1648,0,830,2526,0,320,3086,0,510,63000030050,2019
108,臺北市大安區,建安里,1260,1,868,1859,1,362,2331,0,506,63000030049,2019
108,臺北市大安區,德安里,1550,0,822,2393,0,354,2702,0,468,63000030001,2019
108,臺北市大安區,敦安里,1736,0,772,2696,0,322,3175,0,450,63000030051,2019
108,臺北市大安區,敦煌里,1679,0,720,2662,0,329,3136,0,391,63000030053,2019
108,臺北市大安區,新龍里,1959,0,710,3091,0,284,3413,0,426,63000030023,2019
108,臺北市大安區,昌隆里,812,0,460,1248,0,208,1428,0,252,63000030008,2019
108,臺北市大安區,正聲里,1282,0,660,1995,0,285,2258,0,375,63000030052,2019
108,臺北市大安區,民炤里,2233,0,1086,3455,0,480,3893,0,606,63000030004,2019
108,臺北市大安區,民輝里,1789,0,1096,2713,0,521,3026,0,575,63000030007,2019
108,臺北市大安區,永康里,1064,0,452,1682,0,224,1883,0,228,63000030018,2019
108,臺北市大安區,法治里,1131,0,753,1795,0,312,1986,0,441,63000030034,2019
108,臺北市大安區,福住里,1821,0,628,2929,0,244,3374,0,384,63000030017,2019
108,臺北市大安區,群英里,1870,0,1099,2753,0,451,3123,0,648,63000030037,2019
108,臺北市大安區,群賢里,1545,0,936,2288,0,395,2719,0,541,63000030036,2019
108,臺北市大安區,義安里,1406,0,803,2102,0,333,2518,0,470,63000030030,2019
108,臺北市大安區,義村里,1439,0,981,2166,0,433,2427,0,548,63000030006,2019
108,臺北市大安區,臥龍里,602,0,285,990,0,112,1115,0,173,63000030039,2019
108,臺北市大安區,臨江里,1052,0,723,1655,0,317,1832,0,406,63000030033,2019
108,臺北市大安區,芳和里,1505,0,823,2415,0,380,2582,0,443,63000030044,2019
108,臺北市大安區,華聲里,1117,0,634,1748,0,274,1980,0,360,63000030054,2019
108,臺北市大安區,虎嘯里,997,0,719,1487,0,311,1706,0,408,63000030038,2019
108,臺北市大安區,誠安里,1045,0,747,1529,0,325,1822,0,422,63000030009,2019
108,臺北市大安區,車層里,1694,0,825,2579,0,348,3102,0,477,63000030055,2019
108,臺北市大安區,通化里,1534,0,1109,2491,0,492,2727,0,617,63000030031,2019
108,臺北市大安區,通安里,1388,0,916,2215,0,418,2386,0,498,63000030032,2019
108,臺北市大安區,錦安里,1719,0,678,2717,0,297,3120,0,381,63000030016,2019
108,臺北市大安區,錦泰里,1059,0,364,1764,0,172,1901,0,192,63000030020,2019
108,臺北市大安區,錦華里,1671,0,550,2760,0,223,2994,0,327,63000030021,2019
108,臺北市大安區,黎元里,1409,0,690,2348,0,338,2592,0,352,63000030046,2019
108,臺北市大安區,黎和里,1256,0,765,1916,0,349,2133,0,416,63000030048,2019
108,臺北市大安區,黎孝里,1993,0,1072,3204,0,513,3522,0,559,63000030047,2019
108,臺北市大安區,龍圖里,1817,0,1031,2765,0,447,3161,0,584,63000030022,2019
108,臺北市大安區,龍坡里,1671,0,680,2549,0,307,2893,0,373,63000030011,2019
108,臺北市大安區,龍安里,1988,1,1807,3120,5,1038,3510,0,769,63000030015,2019
108,臺北市大安區,龍泉里,1412,0,744,2156,0,309,2445,0,435,63000030012,2019
108,臺北市大安區,龍淵里,2757,0,837,4526,0,383,5011,0,454,63000030040,2019
108,臺北市大安區,龍生里,1876,0,757,3046,0,315,3347,0,442,63000030028,2019
108,臺北市大安區,龍門里,1267,0,414,1990,0,185,2318,0,229,63000030041,2019
108,臺北市大安區,龍陣里,894,0,561,1385,0,258,1552,0,303,63000030026,2019
108,臺北市大安區,龍雲里,1265,0,640,1973,0,263,2266,0,377,63000030027,2019
108,臺北市文山區,博嘉里,1537,0,766,2581,0,353,2774,0,413,63000080034,2019
108,臺北市文山區,忠順里,1073,0,655,1687,0,277,1784,0,378,63000080038,2019
108,臺北市文山區,指南里,1043,0,714,1730,0,373,1697,0,341,63000080036,2019
108,臺北市文山區,政大里,2180,0,818,3559,0,377,3767,0,441,63000080040,2019
108,臺北市文山區,明義里,1237,0,639,1940,0,318,2157,0,321,63000080025,2019
108,臺北市文山區,明興里,1809,0,1013,2891,0,470,3122,0,543,63000080026,2019
108,臺北市文山區,景仁里,1492,0,837,2335,0,368,2571,0,469,63000080005,2019
108,臺北市文山區,景慶里,1777,0,769,2877,0,358,3181,0,411,63000080004,2019
108,臺北市文山區,景東里,2032,0,939,3134,0,409,3536,0,530,63000080002,2019
