鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
竹北市,租賃房屋,新竹縣竹北市博愛街６４２號,0.0,,,,1130516,土地0建物0車位0,三層,4,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,1031120,23.1,50,0,50,有,無,有,8000,346,,0.0,0,,RPPNMLQKNHJGFBJ58CC,分租套房,無,1130516~1140515,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市福興路７５５巷２７弄２８號,0.0,,,,1130511,土地0建物0車位0,全,5,透天厝,商業用,鋼筋混凝土造,0940104,23.14,35,35,35,有,無,有,13500,583,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPPNMLKLNHJGFBJ08CC,分租套房,無,1130514~1140513,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市中正東路４９７號,0.0,,,,1130513,土地0建物0車位0,全,2,透天厝,商業用,磚造,,39.66,5,5,5,有,無,有,19000,479,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPQNMLKLNHJGFBJ18CC,分租套房,無,1130518~1140517,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市台元街３０號４F之５,0.0,,,,1130513,土地0建物1車位0,四層,6,廠辦,工業用,鋼筋混凝土造,0900612,1403.67,0,0,0,無,有,無,382000,272,,0.0,0,租金總額含稅；,RPSNMLKLNHJGFBJ38CC,,有,1130501~1180430,有,,
竹東鎮,租賃房屋+車位,新竹縣竹東鎮北興路一段５５０號１０樓,0.0,,,,1130517,土地0建物1車位1,十層,10,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0991231,95.62,1,2,2,有,有,無,16500,173,坡道平面,0.0,0,,RPPNMLKLNHJGFCJ18CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,
新豐鄉,租賃房屋,新竹縣新豐鄉康樂路一段４２號,0.0,,,,1130511,土地0建物1車位0,一層,9,店面(店鋪),店舖,鋼筋混凝土造,1110817,180.84,0,0,2,有,有,無,39822,220,,0.0,0,租金總額含稅；,RPPNMLKLNHJGFDJ28CC,,有,1130611~1160610,無,,
竹北市,租賃房屋,新竹縣竹北市嘉豐七街１５３號３樓,0.0,,,,1130516,土地0建物0車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960712,23.14,12,0,12,有,無,有,10000,432,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPQNMLLLNHJGFBJ28CC,分租套房,無,1130520~1140519,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
湖口鄉,租賃房屋,新竹縣湖口鄉中山路二段１７５號,0.0,,,,1130519,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,,66.11,3,2,2,有,無,有,16000,242,,0.0,0,多人共同承租5；,RPPNMLMLNHJGFDJ48CC,分層出租,無,1130601~1130731,無,冷氣、熱水器、電視機、冰箱,一般代管
湖口鄉,租賃房屋,新竹縣湖口鄉中山路二段１７５號,0.0,,,,1130519,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,,66.11,3,2,2,有,無,有,16000,242,,0.0,0,多人共同承租5；,RPQNMLMLNHJGFDJ58CC,分層出租,無,1130801~1140731,無,冷氣、熱水器、電視機、冰箱,一般代管
