鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
前金區,租賃房屋,高雄市前金區六合二路１５１巷２號１０樓之５,0.0,,,,1130811,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1070712,89.7,2,2,1,有,有,有,23000,256,,0.0,0,承租人為外籍人士,RPQNMLMKQHJGFAE97CC,整棟(戶)出租,有,1130901~1140831,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
鼓山區,租賃房屋,高雄市鼓山區美術東八街２０號６樓,0.0,,,,1130811,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,95.15,2,2,1,有,有,有,23000,242,,0.0,0,,RPRNMLMKQHJGFAE08CC,整棟(戶)出租,有,1130811~1140810,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
楠梓區,租賃房屋+車位,高雄市楠梓區瑞屏路６６巷２號,29.7,商,,,1130812,土地1建物1車位1,一層,1,店面(店鋪),住商用,鋼筋混凝土造,0931230,184.37,1,1,2,有,有,無,45000,244,坡道平面,0.0,0,,RPVOMLMKQHJGFEE98CC,,有,1131001~1160930,無,,
橋頭區,租賃房屋+車位,高雄市橋頭區新南三街１０號６樓,0.0,,,,1130811,土地0建物1車位1,六層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111202,102.7,2,1,1,有,有,有,18000,175,坡道平面,23.5,0,,RPSNMLMKQHJGFFE68CC,整棟(戶)出租,有,1130901~1140831,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
鹽埕區,租賃房屋,高雄市鹽埕區府北路４５號５樓之５,4.63,商,,,1130813,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),,鋼筋混凝土造,0680831,34.96,1,1,1,有,有,無,8000,229,,0.0,0,,RPSNMLNKQHJGFAE28CC,獨立套房,無,1130813~1140812,有,冷氣、熱水器、洗衣機、冰箱,
前金區,租賃房屋+車位,高雄市前金區七賢二路１３２號３樓,0.0,,,,1130813,土地0建物1車位1,三層,28,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1100205,154.12,3,2,2,有,有,有,32000,208,坡道平面,0.0,0,,RPVNMLNKQHJGFAE58CC,整棟(戶)出租,有,1130820~1150819,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
新興區,租賃房屋,高雄市新興區信守街１６８號３樓之３,0.0,,,,1130812,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870803,32.480000000000004,1,0,1,有,有,有,12200,376,,0.0,0,社會住宅，管理費800元、水電瓦斯由承租人負擔,RPPNMLNKQHJGFBE08CC,獨立套房,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
苓雅區,租賃房屋,高雄市苓雅區新光路６２巷１０號２３樓之３,5.77,商,,,1130813,土地1建物1車位0,二十三層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,135.62,3,2,2,有,有,有,16500,122,,0.0,0,,RPVNMLNKQHJGFBE68CC,整棟(戶)出租,有,1130814~1140813,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般包租
三民區,租賃房屋,高雄市三民區民族一路８２６號６樓,0.0,,,,1130811,土地0建物0車位0,六層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0790409,29.75,6,6,6,有,有,有,12000,403,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPTNMLNKQHJGFDE68CC,分租套房,無,1130820~1140819,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
