鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
新園鄉,土地,新洋段279-1地號,6060.0,,一般農業區,農牧用地,1171008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17269303,2850,,0.0,0,,RPPNMLQLJIJGFDT96EA,0.0,0.0,0.0,無,
牡丹鄉,土地,高士段18-66地號,10005.0,,山坡地保育區,林業用地,1131104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,60,,0.0,0,,RPRNMLOJJIJGFET76DA,0.0,0.0,0.0,無,
恆春鎮,土地,新厝段512地號,2611.6,,一般農業區,農牧用地,1131106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5000000,1915,,0.0,0,,RPQNMLLKJIJGFET09DA,0.0,0.0,0.0,無,
屏東市,房地(土地+建物)+車位,屏東縣屏東巿華盛街３號九樓之二,51.8,住,,,1131101,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930909,205.76999999999998,4,2,2,有,有,8400000,40822,坡道平面,0.0,0,,RPSNMLOJJIJGFAT09DA,117.73,0.0,12.25,有,
屏東市,土地,歸義段1141地號,28.05,,鄉村區,乙種建築用地,1131101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350000,12478,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLPJJIJGFAT09DA,0.0,0.0,0.0,無,0001
崁頂鄉,房地(土地+建物),屏東縣崁頂鄉社皮路２９號,3079.93,,一般農業區,農牧用地,1131104,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0731116,346.08,5,3,4,有,無,14500000,41898,,0.0,0,,RPQNMLRJJIJGFDT86DA,336.18,9.9,0.0,無,0002
獅子鄉,土地,草埔段820地號,10920.0,,山坡地保育區,林業用地,1131108,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,64,,0.0,0,,RPQNMLLKJIJGFFT56DA,0.0,0.0,0.0,無,
佳冬鄉,房地(土地+建物),屏東縣佳冬鄉國中巷１０之７號,86.04,住,,,1131101,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0780612,108.58,2,2,2,有,無,3300000,30392,,0.0,0,,RPPNMLLKJIJGFFT09DA,100.7,7.88,0.0,無,
鹽埔鄉,土地,上洛陽段747地號,320.53,,鄉村區,乙種建築用地,1131104,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2400000,7488,,0.0,0,,RPPNMLMKJIJGFBT88EA,0.0,0.0,0.0,無,
