鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
中壢區,土地,三座屋段舊社小段172-1地號,241.11,都市：其他:道路用地,,,1091201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18598000,77135,,0.0,0,包含公共設施保留地用地；,RPOQMLNJKIPFFBH38DA,0.0,0.0,0.0,無,
大溪區,房地(土地+建物),石園路７７６巷２５０弄８０號,96.72,,一般農業區,甲種建築用地,1091201,土地1建物1車位0,一層,一層,公寓(5樓含以下無電梯),住家用,土造,0210000,19.92,3,2,1,有,無,1000000,50201,,0.0,0,含土地增值稅或其他稅費666880元；親友、員工、共有人或其他特殊關係間之交易；,RPOOMLSJKIPFFCH78DA,19.92,0.0,0.0,無,
桃園區,房地(土地+建物),文中路７４９巷４號五樓,18.12,住,,,1091203,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830305,99.74,3,2,2,有,無,4950000,49629,,0.0,0,,RPUNMLLJKIPFFAH38DA,77.76,1.64,9.93,有,
中壢區,土地,自立段675地號,489.0,都市：其他:道路用地,,,1091201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9480302,19387,,0.0,0,包含公共設施保留地用地；,RPPTMLOJKIPFFBH98EA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物)+車位,樹林八街３０之１號八樓,17.38,住,,,1091201,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,145.89,2,2,1,有,有,8700000,59634,坡道平面,0.0,0,,RPVPMLSJKIPFFAH86EA,56.74,0.0,6.7,有,
八德區,房地(土地+建物),力霸街５６巷３弄２５號,69.07,,鄉村區,乙種建築用地,1091201,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0671004,58.8,3,1,1,有,無,3300000,56122,,0.0,0,,RPTQMLLJKIPFFFH09DA,58.8,0.0,0.0,無,
桃園區,土地,和平段203地號,679.47,都市：其他:河川區,,,1091204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,4710,,0.0,0,,RPOOMLSJKIPFFAH58DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物),自立三街２巷１２號,78.0,住,,,1091201,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0940619,276.37,5,2,4,有,無,15200000,54999,,0.0,0,,RPPOMLLJKIPFFBH08DA,246.6,4.2,25.57,無,
大園區,土地,橫山段尖山小段56-1地號,332.0,,特定農業區,農牧用地,1091102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9520000,28675,,0.0,0,,RPVNMLNJJIPFFEH98DA,0.0,0.0,0.0,無,
