鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
林園區,土地,中林段7地號,1799.95,住,,,1140303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,38280000,21267,,0.0,0,抵費地買賣。交易日期為公契日期，私契日期係於108年8月8日訂立。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNJLHKGFLE68EA,0.0,0.0,0.0,無,
內門區,房地(土地+建物),高雄市內門區內埔６０之１號,26.16,,鄉村區,乙種建築用地,1140203,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0750731,25.95,2,2,2,有,無,400000,15414,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLNJKHKGFHE08DA,25.95,0.0,0.0,無,
湖內區,土地,大湖段2475-3地號,213.0,農,,,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,14085,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPQNMLQJKHKGFJE58DA,0.0,0.0,0.0,無,0001
楠梓區,房地(土地+建物),高雄市楠梓區安泰街１８２巷３號六樓之１１,6.67,住,,,1140206,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土結構造,0930413,30.55,0,0,0,無,有,2080000,68085,,0.0,0,,RPPOMLQJKHKGFEE08DA,6.19,0.0,1.38,有,0002
林園區,土地,福德段273地號,33.48,住,,,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,290000,8662,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPJKHKGFLE68EA,0.0,0.0,0.0,無,
內門區,土地,金竹段129地號,2024.49,,山坡地保育區,農牧用地,1140203,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,395,,0.0,0,,RPPNMLSJKHKGFHE48DA,0.0,0.0,0.0,無,
前鎮區,房地(土地+建物),高雄市前鎮區光華二路３９５號十二樓之４,4.37,都市：其他:第三種特定商業專用區,,,1140203,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830816,35.339999999999996,1,1,1,有,有,2450000,69327,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLNJKHKGFCE87DA,22.46,0.0,5.01,有,
橋頭區,土地,建樹段874地號,50.96,都市：其他:道路用地,,,1140205,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5391029,105789,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKKKHKGFFE87DA,0.0,0.0,0.0,無,0003
楠梓區,房地(土地+建物),高雄市楠梓區朝明路１３０巷５號七樓之２,20.27,住,,,1140203,土地3建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820208,107.69,0,0,0,無,有,6800000,63144,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLSJKHKGFEE28DA,76.54,0.0,4.81,有,
