鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷９２弄１６號三樓之２,25.2,住,,,1130901,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120216,48.33,1,1,1,有,有,15200000,314504,,0.0,0,,RPQNMLPJRHJGFCA08EA,25.66,1.9,2.85,有,0001
大安區,車位,臺北市大安區市民大道四段１３６之４號,0.02,住,,,1130906,土地1建物1車位1,一層,十層,其他,一般零售業〈甲組〉,鋼筋混凝土造,0950828,4.859999999999999,0,0,0,無,有,1400000,,塔式車位,0.0,1400000,僅車位交易；,RPPNMLQJRHJGFFA38EA,0.0,0.0,0.0,無,
信義區,土地,祥和段二小段777地號,0.86,住,,,1130801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,0,,0.0,0,,RPUNMLQJQHJGFDA48DA,0.0,0.0,0.0,無,
士林區,土地,溪洲段一小段385地號,148.06,都市：其他:交通用地(公共設施用地) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定將來採區段徵收方式辦理整體開發)。,,,1130805,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11197500,75628,,0.0,0,包含公共設施保留地用地；,RPPNMLTJQHJGFEA38DA,0.0,0.0,0.0,無,0002
大安區,土地,仁愛段四小段210地號,6.5,都市：其他:道路用地(公共設施用地)。48/3/13,,,1130802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,812500,125000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPUOMLSJQHJGFFA98DA,0.0,0.0,0.0,無,0003
中山區,房地(土地+建物),臺北市中山區長春路４０號七樓之９,3.97,商,,,1130806,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730326,50.22,0,0,0,無,有,8600000,171247,,0.0,0,,RPVNMLLJQHJGFCA97DA,35.14,0.0,4.06,有,0004
大安區,房地(土地+建物),臺北市大安區樂業街７９巷２７號二樓,7.85,住,,,1130801,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570701,20.75,3,2,2,有,無,2400000,115663,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLLJQHJGFFA97DA,18.28,1.34,1.13,無,
內湖區,土地,碧湖段三小段439-8地號,22.9,都市：其他:道路用地(公共設施用地)。64/10/20,,,1130805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1683150,73500,,0.0,0,包含公共設施保留地用地；,RPSNMLLLOHJGFCA77EA,0.0,0.0,0.0,無,
中山區,車位,臺北市中山區合江街１０２巷１６號地下二層,0.21,住,,,1130805,土地1建物1車位1,地下二層,七層,其他,停車空間,鋼筋混凝土造,0910712,13.18,0,0,0,無,有,670000,,塔式車位,0.0,670000,僅車位交易；,RPPNMLNKQHJGFCA77EA,0.0,0.0,0.0,有,0005
