鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
楊梅區,土地,草湳坡段埔心小段16-371地號,1.95,住,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,133000,68205,,0.0,0,,RPQNMLLJNHJGFDH97DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路３號七樓,19.9,商,,,1130501,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030501,163.95999999999998,3,2,2,有,有,16200000,98805,坡道平面,0.0,0,,RPSOMLKKNHJGFBH08DA,83.1,1.41,5.1,有,00001
平鎮區,土地,高雙段1185-52地號,197.6,農,,,1130501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7173000,36301,,0.0,0,,RPPNMLLKNHJGFGH28DA,0.0,0.0,0.0,無,
龜山區,房地(土地+建物),桃園市龜山區文化二路４８號九樓之１,4.44,商,,,1130503,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0951101,33.15,1,1,1,有,有,4900000,147813,,0.0,0,陽台外推；,RPSNMLNJNHJGFHH78DA,18.49,0.57,3.55,有,
桃園區,房地(土地+建物),桃園市桃園區莊敬路二段２４５號,7.89,住,,,1130503,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0700407,26.93,5,2,3,有,無,1200000,44560,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRQMLTJNHJGFAH88DA,25.33,0.4,1.2,無,
龍潭區,房地(土地+建物),桃園市龍潭區中興路６３巷１４弄１衖１２號,21.97,,鄉村區,乙種建築用地,1130506,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831223,82.27,4,2,2,有,有,5580000,67825,,0.0,0,,RPTNMLRJNHJGFCH78DA,60.97,8.86,0.0,有,00002
楊梅區,房地(土地+建物)+車位,桃園市楊梅區萬大路１６６號五樓,14.09,商,,,1130502,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930421,161.8,4,2,2,有,有,2500000,15450,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLLJNHJGFDH58DA,92.05,0.0,12.2,有,
八德區,房地(土地+建物)+車位,桃園市八德區山下街１３號八樓之１,25.7,,鄉村區,乙種建築用地,1130506,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070108,143.6,2,2,1,有,有,8200000,57103,坡道平面,42.5,0,,RPWNMLRJNHJGFFH76DA,59.54,2.3,8.05,有,00003
平鎮區,房地(土地+建物),桃園市平鎮區大智街１０８號,66.64,,鄉村區,乙種建築用地,1130505,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造、ＲＣ造,0700130,190.46,3,0,3,有,無,15350000,80594,,0.0,0,,RPVNMLTJNHJGFGH96DA,179.34,0.0,11.12,無,00004
