編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPOOMLTLJHNFFAO09CA,2,34.91,共有部分,鋼筋混凝土造,104年12月7日,八層,,持分移轉
RPTQMLPLJHNFFAO76CA,25,61.22,住家用,鋼筋混凝土造,82年2月24日,五層,四層 陽台,全筆移轉
RPXNMLTKJHNFFAO17CA,9,107.87,集合住宅,鋼筋混凝土造,98年3月31日,十一層,七層 陽台,全筆移轉
RPSOMLMLJHNFFAO78CA,9,26.32,辦公室,鋼筋混凝土造,97年9月11日,十層,八層 陽台 雨遮,全筆移轉
RPTQMLPLJHNFFAO76CA,25,44.80,住家用,鋼筋混凝土造,82年2月24日,五層,,持分移轉
RPXNMLTKJHNFFAO17CA,9,65.11,防空避難室兼停車場、機房、警衛室、眷村文物展示空間、迎賓會館、托兒中心、廊道、管理中心、樓梯間、垃圾集中場、儲藏室、水箱、機房,鋼筋混凝土造,98年3月31日,十四層,,持分移轉
RPSOMLMLJHNFFAO78CA,9,15.56,防空避難室兼停車空間、樓梯間、機電室、機械室、水箱、電梯樓梯間走廊,鋼筋混凝土造,97年9月11日,十層,,持分移轉
RPTQMLPLJHNFFAO76CA,25,10.53,共有部分,鋼筋混凝土造,82年2月24日,五層,,持分移轉
RPSOMLMLJHNFFAO78CA,9,.12,守衛室,鋼筋混凝土造,97年9月11日,十層,,持分移轉
RPPNMLQLKHNFFAO88CA,11,.01,管理室,鋼筋混凝土造,95年12月20日,十三層,一層,持分移轉
RPPNMLQLKHNFFAO88CA,11,21.68,停車空間、開放空間、防空避難室,鋼筋混凝土造,95年12月20日,十三層,,持分移轉
RPTVMLRKJHNFFAO37CA,5,93.44,集合住宅,鋼筋混凝土造,102年4月8日,十四層,七層 陽台 雨遮,全筆移轉
RPTVMLRKJHNFFAO37CA,5,21.67,共有部分,鋼筋混凝土造,102年4月8日,十四層,,持分移轉
RPTVMLRKJHNFFAO37CA,5,56.72,共有部分,鋼筋混凝土造,102年4月8日,十四層,,持分移轉
RPOWMLRKJHNFFAO96CA,10,27.10,管理室、中繼泵浦室、梯間、機房、防空避難室兼停車空間,鋼筋混凝土造,96年11月1日,二十九層,,持分移轉
RPPOMLKMJHNFFAO38CA,2,167.09,店舖,鋼筋混凝土造,104年12月7日,八層,一層 陽台,全筆移轉
RPPOMLKMJHNFFAO38CA,2,28.92,共有部分,鋼筋混凝土造,104年12月7日,八層,,持分移轉
RPPOMLKMJHNFFAO38CA,2,248.94,共有部分,鋼筋混凝土造,104年12月7日,八層,,持分移轉
RPRNMLNLJHNFFAO68CA,3,83.47,集合住宅,鋼筋混凝土造,104年5月20日,十五層,十五層 陽台 雨遮,全筆移轉
RPRNMLNLJHNFFAO68CA,3,14.64,共有部分,鋼筋混凝土造,104年5月20日,十五層,,持分移轉
RPRNMLNLJHNFFAO68CA,3,5.07,共有部分,鋼筋混凝土造,104年5月20日,十五層,,持分移轉
RPRNMLNLJHNFFAO68CA,3,45.20,共有部分,鋼筋混凝土造,104年5月20日,十五層,,持分移轉
RPTNMLOJKHNFFAO88CA,28,117.02,見使用執照,鋼筋混凝土造,78年11月8日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓,持分移轉
RPTOMLRJKHNFFAO66CA,14,113.73,集合住宅,鋼筋混凝土造,93年2月15日,十一層,八層 陽台,全筆移轉
RPTOMLRJKHNFFAO66CA,14,62.61,防空避難室兼停車空間、社區辦公室、台電配電室,鋼筋混凝土造,93年2月15日,十一層,,持分移轉
RPUPMLRJKHNFFAO86CA,15,27.21,停車空間、機械室、騎樓、梯間、車道、防空避難室,鋼筋混凝土造,92年1月10日,十三層,,持分移轉
RPUPMLRJKHNFFAO86CA,15,103.26,集合住宅,鋼筋混凝土造,92年1月10日,十三層,四層,全筆移轉
RPUPMLRJKHNFFAO86CA,15,9.72,梯間,鋼筋混凝土造,92年1月10日,十三層,,持分移轉
RPUPMLRJKHNFFAO86CA,15,16.12,共有部分,鋼筋混凝土造,92年1月10日,十三層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,113.33,住家用,鋼骨鋼筋混凝土造,85年9月26日,十六層,十二層 陽台,全筆移轉
RPSNMLQLJHNFFAO09CA,21,.37,商業用,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,.02,共有部分,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,1.67,車道,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,32.76,防空避難室兼停車場,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,4.51,共有部分,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPSNMLQLJHNFFAO09CA,21,8.97,共有部分,鋼骨鋼筋混凝土造,85年9月26日,十六層,,持分移轉
RPQNMLTLJHNFFAO66DA,12,105.02,住家用,鋼筋混凝土造,94年10月25日,五層,四層 陽台,全筆移轉
RPQNMLTLJHNFFAO66DA,12,9.87,梯間〈共同使用〉,鋼筋混凝土造,94年10月25日,五層,,持分移轉
RPQNMLTLJHNFFAO66DA,12,25.80,停車空間、機械室,鋼筋混凝土造,94年10月25日,五層,,持分移轉
RPQQMLRJKHNFFAO56CA,4,183.21,集合住宅,鋼筋混凝土造,102年11月15日,二十四層,十四層 陽台 雨遮,全筆移轉
RPQQMLRJKHNFFAO56CA,4,157.11,共有部分,鋼筋混凝土造,102年11月15日,二十四層,,持分移轉
RPOOMLPLJHNFFAO68CA,20,17.14,辦公室,鋼筋混凝土造,86年7月15日,十二層,八層,全筆移轉
RPOOMLPLJHNFFAO68CA,20,3.14,共有部分,鋼筋混凝土造,86年7月15日,十二層,,持分移轉
RPOOMLPLJHNFFAO68CA,20,.08,共有部分,鋼筋混凝土造,86年7月15日,十二層,,持分移轉
RPOOMLPLJHNFFAO68CA,20,6.44,共有部分,鋼筋混凝土造,86年7月15日,十二層,,持分移轉
RPQNMLPLJHNFFAO78CA,2,237.47,停車空間、住宅、梯間,鋼筋混凝土造,105年5月24日,四層,一層 二層 三層 四層 陽台 屋簷 見其他登記事項,全筆移轉
RPRNMLOLJHNFFAO78CA,22,2342.72,工廠、辦公室,鋼筋混凝土造,85年2月12日,三層,三層,全筆移轉
RPRNMLOLJHNFFAO78CA,22,1090.28,水箱、梯間、防空避難室,鋼筋混凝土造,85年2月12日,三層,,持分移轉
RPVNMLTLJHNFFAO07CA,6,360.47,停車空間、機械室、集合住宅,鋼骨ＲＣ造,100年12月20日,五層,一層 二層 三層 四層 五層 陽台 見其他登記事項,全筆移轉
RPVNMLTLJHNFFAO07CA,8,3.69,辦公室,鋼骨造,98年11月10日,二層,,持分移轉
