鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
竹塘鄉,土地,竹崙段841-3地號,17.36,住,,,1140201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,8641,,0.0,0,,RPPNMLQJKHKGFGN09DA,0.0,0.0,0.0,無,
和美鎮,土地,順天段876地號,695.07,,特定農業區,農牧用地,1140204,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2563000,3687,,0.0,0,交易內容為順天段819、820、876地號等3筆土地，計新臺幣2085400元；含未辦保存登記之建物1筆，計新臺幣477600元，建物現況格局為3房2廳2衛。,RPOOMLSJKHKGFBN78DA,0.0,0.0,0.0,無,0001
芬園鄉,土地,富山段487地號,40.25,,山坡地保育區,林業用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,243400,6047,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRJKHKGFAN66DA,0.0,0.0,0.0,無,0002
溪州鄉,土地,忠孝段290-1地號,236.0,,特定農業區,甲種建築用地,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4700000,19915,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLKKHKGFFN88DA,0.0,0.0,0.0,無,
芬園鄉,土地,富山段497地號,248.16,,山坡地保育區,特定目的事業用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,6447,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；其他；親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKKKHKGFAN08DA,0.0,0.0,0.0,無,
二林鎮,土地,儒雅段1218地號,41.01,商,,,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,60961,,0.0,0,,RPRNMLMKKHKGFGN98DA,0.0,0.0,0.0,無,
彰化市,土地,福田段403-2地號,2.88,,山坡地保育區,農牧用地,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17424,6050,,0.0,0,,RPSNMLNKKHKGFAN58DA,0.0,0.0,0.0,無,
員林市,房地(土地+建物),彰化縣員林市大同路二段７３巷７號,59.0,商,,,1140205,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0680627,83.52,4,2,3,有,無,7000000,83812,,0.0,0,其他增建；,RPUNMLMKKHKGFDN98DA,83.52,0.0,0.0,無,
芳苑鄉,土地,芳墘段1112地號,38.38,,一般農業區,農牧用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,34156,890,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLKKHKGFGN98DA,0.0,0.0,0.0,無,
員林市,土地,新崙雅段1036-1地號,184.88,,特定農業區,水利用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8807683,47640,,0.0,0,政府機關標讓售；,RPPNMLMKKHKGFDN58EA,0.0,0.0,0.0,無,
二水鄉,土地,八堡圳段995地號,1222.73,,山坡地保育區,農牧用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,1063,,0.0,0,,RPQNMLNKKHKGFEN78DA,0.0,0.0,0.0,無,
芳苑鄉,土地,芳埤段607-4地號,994.78,,一般農業區,農牧用地,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,895000,900,,0.0,0,毗鄰地買賣,RPSNMLSJKHKGFGN96DA,0.0,0.0,0.0,無,
二林鎮,土地,興南段1051地號,196.59,,鄉村區,乙種建築用地,1140209,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,8647,,0.0,0,含土地增值稅或其他稅費205333元；,RPQNMLMKKHKGFGN88DA,0.0,0.0,0.0,無,
大城鄉,土地,西城段277地號,15.94,住,,,1140209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,192000,12045,,0.0,0,,RPQNMLRKKHKGFGN76DA,0.0,0.0,0.0,無,
秀水鄉,土地,埔崙段9-13地號,329.0,農,,,1140210,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1293890,3933,,0.0,0,,RPRNMLNKKHKGFAN48DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿雅段929-5地號,86.0,,鄉村區,乙種建築用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4680000,54419,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKKHKGFCN58DA,0.0,0.0,0.0,無,0003
永靖鄉,土地,港西段299地號,12.55,,特定農業區,甲種建築用地,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,79681,,0.0,0,土地增值稅全部由買方負擔,RPUNMLNKKHKGFDN09DA,0.0,0.0,0.0,無,
芳苑鄉,土地,永興段394地號,9999.17,,特定專用區,養殖用地,1140210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5200000,520,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSKKHKGFGN96DA,0.0,0.0,0.0,無,
和美鎮,土地,和厝段382地號,205.66,,鄉村區,乙種建築用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1860000,9044,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKKHKGFBN88EA,0.0,0.0,0.0,無,
彰化市,土地,古寶段701地號,619.73,,特定農業區,農牧用地,1140210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,5648,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKKHKGFAN58DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-33地號,5616.35,,工業區,丁種建築用地,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,88205900,15705,,0.0,0,政府機關標讓售；,RPSNMLMKKHKGFCN68DA,0.0,0.0,0.0,無,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮公園一路５７號五樓,21.97,住,,,1140203,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860321,124.8,3,2,2,有,有,7100000,56891,升降機械,0.0,0,,RPQNMLRKKHKGFCN98DA,77.12,0.0,9.4,有,0004
員林市,土地,新中州段1136-12地號,71.68,農,,,1140210,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,440000,6138,,0.0,0,部分被占用瑕疵物件；,RPPNMLSKKHKGFDN09DA,0.0,0.0,0.0,無,
田中鎮,房地(土地+建物),彰化縣田中鎮長順街９７之１號三樓,14.85,住,,,1140204,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851228,54.68,1,0,1,有,有,800000,14631,,0.0,0,,RPSNMLRKKHKGFEN76DA,35.56,0.0,5.56,有,0005
溪州鄉,土地,南圳段1002地號,2339.08,,特定農業區,農牧用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4678160,2000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPPNMLKKKHKGFFN48DA,0.0,0.0,0.0,無,
芳苑鄉,土地,芳功段372地號,78.01,,鄉村區,乙種建築用地,1140213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,19228,,0.0,0,本案含未辦保存之建物房屋座落：彰化縣芳苑鄉王功村育嬰巷177號親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTKKHKGFGN86DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市一心南街２２４巷４１號,147.0,,特定專用區,特定目的事業用地,1140206,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700831,85.69,5,5,5,有,無,6500000,75855,,0.0,0,本件為母女間買賣部分價金於過戶後再自行支付親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKKHKGFAN88DA,85.69,0.0,0.0,無,0006
鹿港鎮,土地,鹿海段31-107地號,3483.78,,工業區,丁種建築用地,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,66120751,18980,,0.0,0,,RPPNMLTKKHKGFCN09DA,0.0,0.0,0.0,無,
北斗鎮,房地(土地+建物),彰化縣北斗鎮地政路２９５巷６號,79.0,住,,,1140208,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630701,83.2,2,2,2,有,無,3800000,45673,,0.0,0,房屋修繕費由買方負擔,RPSNMLSKKHKGFFN96DA,83.2,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市永樂街１２號二樓之十一,3.28,住,,,1140203,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0800514,25.4,0,0,0,無,無,700000,27559,,0.0,0,,RPTOMLKKKHKGFAN48DA,9.86,0.0,0.0,有,
和美鎮,土地,中寮北段246地號,113.69,,特定農業區,農牧用地,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,340000,2991,,0.0,0,含土地增值稅或其他稅費1278元；,RPTNMLSKKHKGFBN66DA,0.0,0.0,0.0,無,0007
北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮中和路１４１號三樓之２,25.87,,鄉村區,乙種建築用地,1140211,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121122,85.75,2,2,2,有,有,6000000,69971,一樓平面,0.0,0,,RPQNMLNKKHKGFFN88DA,55.65,0.0,6.74,有,
芳苑鄉,土地,芳墘段205地號,1877.19,,一般農業區,農牧用地,1140204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1360000,724,,0.0,0,土地為持分共有且地形狹長,RPPNMLKLKHKGFGN68DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市中山路二段９２０巷１００號,35.5,住,,,1140212,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0621205,43.72,4,4,3,有,無,4200000,96066,,0.0,0,頂樓加蓋；,RPVNMLSJKHKGFAN66DA,43.72,0.0,0.0,無,
芬園鄉,房地(土地+建物),彰化縣芬園鄉光華路３４６巷２０３弄１２７號,148.96,,特定農業區,甲種建築用地,1140209,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0840509,136.54,4,2,2,有,無,6000000,43943,,0.0,0,,RPSNMLMKKHKGFAN48DA,122.09,7.2,7.25,無,
和美鎮,土地,忠孝段272-6地號,1.0,,鄉村區,乙種建築用地,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,46887,0,,0.0,0,畸零地或有合併使用效益；,RPPNMLOKKHKGFBN48DA,0.0,0.0,0.0,無,
鹿港鎮,土地,玉順段374-2地號,13.23,住,,,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1203401,90960,,0.0,0,政府機關標讓售；,RPQNMLSKKHKGFCN09DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-98地號,10822.52,,工業區,丁種建築用地,1140210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,206625718,19092,,0.0,0,鹿港鎮鹿海段31-98地號買賣價新台幣1億331萬2859元整，鹿港鎮鹿海段31-99地號買賣價新台幣1億331萬2859元整。政府機關標讓售；,RPUNMLLLKHKGFCN88DA,0.0,0.0,0.0,無,
福興鄉,土地,元興段2231地號,2018.0,,特定農業區,農牧用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3228800,1600,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOLKHKGFCN88DA,0.0,0.0,0.0,無,
田中鎮,土地,東源段580地號,176.92,住,,,1140209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4300000,24305,,0.0,0,,RPTNMLTKKHKGFEN07DA,0.0,0.0,0.0,無,
北斗鎮,土地,中華段1709-13地號,7.0,農,,,1140217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,66000,9429,,0.0,0,,RPRNMLRKKHKGFFN76DA,0.0,0.0,0.0,無,0008
溪州鄉,房地(土地+建物),彰化縣溪州鄉石巷１５之５號,119.3,,鄉村區,乙種建築用地,1140205,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130819,138.79,4,2,3,有,無,8800000,63405,,0.0,0,,RPXNMLTKKHKGFFN57DA,136.14,0.0,2.65,無,
二林鎮,土地,儒林段556地號,144.66,,,,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3300000,22812,,0.0,0,未登記建物；包含公共設施保留地用地；,RPQNMLLLKHKGFGN88DA,0.0,0.0,0.0,無,
溪湖鎮,土地,大溪段460-1地號,58.0,住,,,1140210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3232920,55740,,0.0,0,政府機關標讓售；,RPUNMLTKKHKGFHN47DA,0.0,0.0,0.0,無,
和美鎮,土地,順天段915地號,183.65,,鄉村區,乙種建築用地,1140208,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,11979,,0.0,0,含土地增值稅或其他稅費；未登記建物；,RPQNMLRKKHKGFBN98EA,0.0,0.0,0.0,無,
員林市,土地,民生段79地號,12.0,都市：其他:道路用地,,,1140213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,25000,,0.0,0,包含公共設施保留地用地；,RPPNMLLLKHKGFDN58EA,0.0,0.0,0.0,無,
芬園鄉,土地,新舊社段512地號,39.75,,山坡地保育區,農牧用地,1140214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,67000,1686,,0.0,0,含土地增值稅或其他稅費；親友、員工、共有人或其他特殊關係間之交易；,RPTNMLOKKHKGFAN78DA,0.0,0.0,0.0,無,
花壇鄉,土地,南口段334-4地號,23.94,工,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2121323,88610,,0.0,0,政府機關標讓售；,RPSNMLTKKHKGFAN56DA,0.0,0.0,0.0,無,
福興鄉,土地,新生段652地號,120.49,,鄉村區,乙種建築用地,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1093423,9075,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRKKHKGFCN66DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-109地號,3483.78,,工業區,丁種建築用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,66089397,18971,,0.0,0,政府機關標讓售；,RPQNMLLLKHKGFCN48DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-70地號,10143.08,,工業區,丁種建築用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,194751193,19200,,0.0,0,政府機關標讓售；,RPRNMLLLKHKGFCN58DA,0.0,0.0,0.0,無,
田中鎮,房地(土地+建物)+車位,彰化縣田中鎮建國路１９８號五樓之３,34.13,住,,,1140211,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130920,108.57,3,2,2,有,有,7600000,70001,一樓平面,0.0,0,,RPQNMLTKKHKGFEN76DA,66.18,0.0,6.43,有,
田中鎮,土地,田中段1014-9地號,4.94,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120000,24291,,0.0,0,,RPPNMLOLKHKGFEN88DA,0.0,0.0,0.0,無,
北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮復興路２２８巷５６之１號三樓之６,43.34,都市：其他:道路用地,,,1140204,土地4建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110804,105.69,3,2,2,有,無,8000000,75693,一樓平面,0.0,0,,RPOOMLTKKHKGFFN76DA,66.18,0.0,6.4,有,0009
埔鹽鄉,房地(土地+建物),彰化縣埔鹽鄉光明路一段１５１號,71.0,,特定農業區,農牧用地,1140204,土地1建物1車位0,全,一層,透天厝,農業用,加強磚造,0720922,24.79,4,2,3,有,無,1500000,60508,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；未登記建物；,RPPNMLLLKHKGFHN88DA,24.79,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市中山路三段５５４巷８８之３號,131.0,,特定農業區,甲種建築用地,1140209,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680108,103.83,5,3,2,有,無,7320000,70500,,0.0,0,,RPVNMLOLKHKGFAN09DA,103.83,0.0,0.0,無,
福興鄉,土地,福園段1162地號,130.65,,鄉村區,乙種建築用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5000000,38270,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLOLKHKGFCN09DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-150地號,5304.6,,工業區,丁種建築用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,106690360,20113,,0.0,0,政府機關標讓售；,RPQNMLPLKHKGFCN88DA,0.0,0.0,0.0,無,
員林市,土地,民生段279地號,10.51,都市：其他:道路用地,,,1140210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,57088,,0.0,0,包含公共設施保留地用地；,RPRNMLOLKHKGFDN98DA,0.0,0.0,0.0,無,0010
永靖鄉,土地,永北段567-5地號,445.7,,特定農業區,農牧用地,1140213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,4039,,0.0,0,,RPWNMLOLKHKGFDN86DA,0.0,0.0,0.0,無,
福興鄉,土地,新生段1275地號,1850.0,,特定農業區,農牧用地,1140214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,541,,0.0,0,,RPPNMLPLKHKGFCN88EA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市平和十三街７０巷１１號七樓,21.3,住,,,1140220,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830929,130.09,3,2,2,有,有,4900000,37666,,0.0,0,,RPWNMLPLKHKGFAN66DA,89.81,0.0,14.21,有,
伸港鄉,土地,定興段293地號,1041.73,,特定農業區,農牧用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4190000,4022,,0.0,0,,RPRNMLPLKHKGFBN88DA,0.0,0.0,0.0,無,
線西鄉,土地,中興段991-2地號,131.0,商,,,1140212,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5300000,40458,,0.0,0,,RPRNMLRLKHKGFBN09DA,0.0,0.0,0.0,無,0011
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮鹿東路１８２號,70.34,住,,,1140210,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,0670428,140.76,3,1,3,有,無,13000000,92356,,0.0,0,其他增建；,RPWNMLLLKHKGFCN09DA,140.76,0.0,0.0,無,
鹿港鎮,土地,鹿海段31-37地號,5616.35,,工業區,丁種建築用地,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,88168832,15699,,0.0,0,政府機關標讓售；,RPSNMLQLKHKGFCN56DA,0.0,0.0,0.0,無,
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉營東路２７之１０號,117.93,,特定農業區,甲種建築用地,1140219,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0880130,178.26,4,2,3,有,無,5080000,28498,,0.0,0,,RPRNMLQLKHKGFFN76DA,151.58,5.96,20.72,無,
二林鎮,土地,趙甲段302地號,1940.0,,特定農業區,農牧用地,1140209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3395000,1750,,0.0,0,,RPPNMLQLKHKGFGN66DA,0.0,0.0,0.0,無,
埔鹽鄉,土地,成功段910地號,184.0,住,,,1140205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6300000,34239,,0.0,0,有二棟為保存建物一併移轉未登記建物；,RPQNMLLLKHKGFHN98DA,0.0,0.0,0.0,無,0012
花壇鄉,土地,中正段606地號,7.06,商,,,1140217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,28329,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLLKHKGFAN38DA,0.0,0.0,0.0,無,
