鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
南港區,車位,臺北市南港區舊莊街一段３巷３０號地下一層,0.1,住,,,1130301,土地1建物1車位1,地下一層，地下二層,七層,其他,停車空間,鋼筋混凝土造,0941025,24.62,0,0,0,無,有,680000,,坡道機械,24.62,680000,僅車位交易；,RPPNMLRJLHJGFDA57DA,0.0,0.0,0.0,有,0001
士林區,車位,臺北市士林區芝玉路一段２２２、２２６、２２６之１號地下一層,4.99,住,,,1130301,土地1建物1車位1,地下一層,十八層,其他,停車空間,鋼骨鋼筋混凝土造,0971112,17.32,0,0,0,無,有,3300000,,坡道平面,17.31,3300000,僅車位交易；,RPPNMLQJLHJGFEA67EA,0.0,0.0,0.0,有,0002
大安區,土地,學府段四小段86-2地號,1.0,都市：其他:道路用地(公共設施用地)。60/7/13,,,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,133200,0,,0.0,0,包含公共設施保留地用地；,RPRNMLRJKHJGFFA97EA,0.0,0.0,0.0,無,0003
信義區,房地(土地+建物),臺北市信義區崇德街８１巷８號,50.0,住,,,1130201,土地1建物1車位0,全,二層,透天厝,,加強磚造,,99.46,7,0,7,有,無,38100000,383069,,0.0,0,頂樓加蓋；,RPPNMLRJKHJGFDA57EA,99.46,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區民生東路三段１１３巷６弄１號六樓,25.62,住,,,1130202,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681217,165.43,3,2,2,有,有,32800000,198271,,0.0,0,,RPROMLPKKHJGFDA67DA,113.46,31.77,17.35,有,
文山區,土地,公訓段二小段246地號,57.0,住,,,1130205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9975000,175000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRJKHJGFAA47DA,0.0,0.0,0.0,無,
萬華區,土地,華中段一小段81地號,4.67,商,,,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1276664,273376,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLMJKHJGFBA07DA,0.0,0.0,0.0,無,0004
信義區,房地(土地+建物),臺北市信義區忠孝東路五段３６５號二樓之１３,6.12,商,,,1130205,土地3建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940531,42.57,1,1,1,有,有,18000000,422833,,0.0,0,,RPWNMLPKKHJGFDA08DA,26.86,0.0,1.63,有,
內湖區,土地,潭美段四小段379-1地號,15.56,都市：其他:道路用地(公共設施用地)。62/4/18,,,1130203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,634500,40778,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVQMLPJKHJGFCA08DA,0.0,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區武昌街二段７２號八樓之５,5.27,商,,,1130206,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710908,72.49000000000001,0,0,0,無,有,13200000,182094,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRKKHJGFBA57EA,34.15,0.0,20.16,有,0005
