鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
前鎮區,房地(土地+建物),高雄市前鎮區佛道路３７巷４弄２號,111.0,住,,,1131213,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0760126,165.05,4,2,3,有,無,9500000,57558,,0.0,0,頂樓增建其他增建；未登記建物；,RPPNMLTLJHJGFCE08DA,138.39,13.36,13.3,無,
大寮區,房地(土地+建物),高雄市大寮區民和街６７號,61.0,住,,,1130301,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0740505,90.3,3,2,2,有,無,6000000,66445,,0.0,0,,RPPNMLQJLHJGFLE78EA,90.3,0.0,0.0,無,
旗山區,土地,南溪洲段286地號,105.17,,鄉村區,乙種建築用地,1130202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,682500,6489,,0.0,0,,RPPNMLMJKHJGFHE77DA,0.0,0.0,0.0,無,00001
湖內區,土地,劉家段517地號,16.29,,鄉村區,乙種建築用地,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,15347,,0.0,0,,RPRNMLLJKHJGFJE08DA,0.0,0.0,0.0,無,
旗山區,房地(土地+建物),高雄市旗山區旗甲路二段２８０巷１之３號,77.54,,鄉村區,乙種建築用地,1130204,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0730911,90.0,4,2,2,有,無,3300000,36667,,0.0,0,增建部分:鐵皮屋頂增建.壹樓空地,RPRNMLPJKHJGFHE28DA,90.0,0.0,0.0,無,00002
旗山區,土地,旗甲段528地號,1570.51,,特定農業區,農牧用地,1130206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,1146,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQJKHJGFHE28DA,0.0,0.0,0.0,無,
大寮區,土地,內厝段842-1地號,48.0,都市：其他:道路用地,,,1130203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,580000,12083,,0.0,0,包含公共設施保留地用地；,RPRNMLQJKHJGFLE78DA,0.0,0.0,0.0,無,00003
鹽埕區,房地(土地+建物),高雄市鹽埕區河西路１１８號三樓之１,4.81,商,,,1130201,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790404,65.65,1,1,1,有,有,2800000,42650,,0.0,0,,RPSNMLQKKHJGFAE87DA,47.53,0.0,0.0,有,00004
左營區,土地,新庄段三小段803-4地號,33.0,都市：其他:道路用地,,,1130204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,929570,28169,,0.0,0,公共設施保留地道路用地買賣包含公共設施保留地用地；,RPPNMLSJKHJGFEE08DA,0.0,0.0,0.0,無,
左營區,土地,新庄段三小段803-5地號,23.0,都市：其他:道路用地,,,1130204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,588984,25608,,0.0,0,公共設施保留地道路用地買賣包含公共設施保留地用地；,RPQNMLSJKHJGFEE18DA,0.0,0.0,0.0,無,
左營區,房地(土地+建物),高雄市左營區東門路１１７巷２號４樓,34.98,住,,,1130202,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770827,132.19,4,2,2,有,無,5800000,43876,,0.0,0,,RPOPMLQKKHJGFEE08DA,100.17,0.0,11.22,無,
岡山區,土地,華興段622地號,445.25,,一般農業區,農牧用地,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1530268,3437,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKKHJGFFE38DA,0.0,0.0,0.0,無,00005
湖內區,土地,海山段700地號,6002.51,,一般農業區,養殖用地,1130205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000000,4998,,0.0,0,土地價格新台幣2970萬元整，未登記建物價格新台幣30萬元整未登記建物；,RPVNMLPKKHJGFJE98DA,0.0,0.0,0.0,無,
小港區,土地,明義段22地號,732.03,住,,,1130201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,68999999,94258,,0.0,0,政府機關標讓售；,RPPNMLQKKHJGFCE87EA,0.0,0.0,0.0,無,
三民區,房地(土地+建物),高雄市三民區天津街２５巷１２號,69.0,住,,,1130201,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0510615,64.35,2,1,2,有,無,8470000,131624,,0.0,0,未登記建物；,RPXNMLQKKHJGFDE68DA,64.35,0.0,0.0,無,00006
左營區,土地,新庄段三小段803-6地號,11.0,都市：其他:道路用地,,,1130204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,281688,25608,,0.0,0,公共設施保留地道路用地買賣包含公共設施保留地用地；,RPRNMLSJKHJGFEE28DA,0.0,0.0,0.0,無,
湖內區,土地,武功段936地號,10.45,住,,,1130201,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,316000,30239,,0.0,0,,RPPNMLMJKHJGFJE97DA,0.0,0.0,0.0,無,00007
