鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
斗六市,租賃房屋,雲林縣斗六市鎮北路２４巷１號１０樓-２,0.0,,,,1130515,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120515,69.8,2,1,1,有,有,無,16000,229,,0.0,0,,RPSNMLLLNHJGFAP98CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器,一般代管
斗六市,租賃房屋,雲林縣斗六市鎮北路２４巷１號二樓之３,0.0,,,,1130520,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120515,74.49,2,1,1,有,有,無,16000,215,,0.0,0,租金總額含管理費；,RPPNMLMLNHJGFAP78CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器,
斗六市,租賃房屋,雲林縣斗六市樂利街５３號６樓之６,0.0,,,,1130513,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0990223,19.7,1,0,1,有,有,無,4200,213,,0.0,0,,RPPNMLNLNHJGFAP88CC,獨立套房,有,1130608~1131207,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
斗六市,租賃房屋,雲林縣斗六市凱旋街２９號,0.0,,,,1130512,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0831010,48.5,3,1,2,有,無,有,13000,268,,0.0,0,,RPTNMLNLNHJGFAP66CC,分層出租,無,1130601~1140131,無,冷氣、熱水器、冰箱,一般包租
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號３樓之１,0.0,,,,1130512,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.739999999999998,1,0,1,有,有,無,4200,306,,0.0,0,,RPPNMLNLNHJGFDP56CC,獨立套房,有,1130705~1140104,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號４樓之１３,0.0,,,,1130511,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.510000000000002,1,0,1,有,有,無,4000,296,,0.0,0,,RPQNMLNLNHJGFDP66CC,獨立套房,有,1130804~1140803,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
斗六市,租賃房屋,雲林縣斗六市民生路８２號,0.0,,,,1130522,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0740725,14.94,42,0,42,有,無,有,5000,335,,0.0,0,,RPUNMLOLNHJGFAP86CC,分租套房,無,1130523~1140522,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,
斗南鎮,租賃房屋,雲林縣斗南鎮五福二街２５號十一樓之４,0.0,,,,1130515,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851020,104.06,3,1,2,有,有,有,15000,144,,0.0,0,,RPQNMLOLNHJGFBP56CC,整棟(戶)出租,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
斗南鎮,租賃房屋,雲林縣斗南鎮世榮街２０號十三樓之４,0.0,,,,1130520,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840710,35.55,1,0,1,有,有,有,7000,197,,0.0,0,,RPRNMLOLNHJGFBP66CC,獨立套房,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
