鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
前金區,租賃房屋,高雄市前金區旺盛街１８６號七樓之４,0.0,,,,1130513,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800402,136.75,0,0,1,有,有,無,18000,132,,0.0,0,管理費2500元/月多人共同承租2；租賃期間有約定不同租金113.05.13~113.05.31為搬遷期，免收租金，水電費由乙方負擔113.06.01~113.03.60每月應繳月租為新台幣玖千元整113.07.01~118.05.31每月應繳月租為新台幣壹萬捌千元整；,RPRNMLNKNHJGFAE87CC,,無,1130601~1180531,有,,
前鎮區,租賃房屋+車位,高雄市前鎮區中山二路２０２號四樓,0.0,,,,1130511,土地0建物1車位1,四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030715,263.8,3,2,2,有,有,有,55000,208,坡道平面,41.03,0,租金總額含管理費；,RPXNMLNKNHJGFCE68CC,整棟(戶)出租,有,1130601~1140930,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
三民區,租賃房屋,高雄市三民區覺民路１０７-３號,35.6,住,,,1130511,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680625,96.1,4,0,4,有,無,有,12000,125,,0.0,0,,RPUNMLNKNHJGFDE48CC,整棟(戶)出租,無,1130515~1140514,無,洗衣機、冰箱,
岡山區,租賃房屋,高雄市岡山區公園西路二段１９９-２,24.25,住,,,1130511,土地1建物1車位0,全,3,透天厝,店鋪、住宅,鋼骨造,1100913,25.6,1,1,1,有,無,有,7500,293,,0.0,0,,RPPNMLNKNHJGFFE18CC,獨立套房,無,1130601~1140531,無,,
鳥松區,租賃房屋,高雄市鳥松區本館路立志巷１７號,0.0,,,,1130512,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0620531,77.8,3,2,2,有,無,無,18000,231,,0.0,0,含增建或未登記建物；,RPWNMLNKNHJGFIE56CC,整棟(戶)出租,無,1130601~1140531,無,,
鼓山區,租賃房屋,高雄市鼓山區南屏路５５５號四樓之１５,0.0,,,,1130513,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,21.26,1,1,1,有,有,有,8000,376,,0.0,0,,RPPNMLOKNHJGFAE77CC,獨立套房,有,1130523~1140522,有,冷氣、熱水器、洗衣機、冰箱,
苓雅區,租賃房屋,高雄市苓雅區四維三路５９號５樓,0.0,,,,1130511,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690529,18.46,6,0,6,有,無,有,6200,336,,0.0,0,,RPPOMLOKNHJGFBE97CC,分租套房,無,1130601~1140531,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
前鎮區,租賃房屋,高雄市前鎮區天山路２３號,0.0,,,,1130511,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1070115,16.52,49,0,49,有,無,有,6850,415,,0.0,0,,RPRNMLOKNHJGFCE18CC,分租套房,無,1130601~1131130,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
三民區,租賃房屋,高雄市三民區鼎新路２８號,151.4,住,,,1130513,土地1建物1車位0,見其它登記事項,1,工廠,住商用,鋼骨造,0910424,83.16,0,0,0,無,無,無,58000,,,0.0,0,此為分租廠房,RPQNMLOKNHJGFDE18CC,,無,1130527~1150526,無,,
