統計年,區域別,村里名稱,共同生活戶_戶數,共同事業戶_戶數,單獨生活戶_戶數,共同生活戶_男,共同事業戶_男,單獨生活戶_男,共同生活戶_女,共同事業戶_女,單獨生活戶_女
104,臺北市文山區,萬興里,2308,0,948,3915,0,447,4077,0,501
104,臺北市文山區,指南里,980,0,707,1688,0,390,1598,0,317
104,臺北市文山區,老泉里,239,0,120,444,0,69,425,0,51
104,臺北市文山區,忠順里,1077,0,626,1745,0,256,1801,0,370
104,臺北市文山區,萬美里,2073,1,793,3322,5,367,3520,2,426
104,臺北市文山區,政大里,2129,0,799,3506,0,364,3685,0,435
104,臺北市文山區,樟文里,1701,0,632,2904,0,297,3029,0,335
104,臺北市文山區,興邦里,1307,0,785,2037,0,327,2155,0,458
104,臺北市文山區,樟樹里,1338,0,499,2273,0,219,2510,0,280
104,臺北市南港區,南港里,1595,0,1124,2747,0,663,2757,0,461
104,臺北市南港區,中南里,993,0,503,1726,0,252,1780,0,251
104,臺北市南港區,新富里,1059,0,517,1861,0,252,1897,0,265
104,臺北市南港區,三重里,1703,0,1513,2713,0,707,2817,0,806
104,臺北市南港區,東新里,1904,0,870,3338,0,428,3490,0,442
104,臺北市南港區,新光里,1000,0,495,1663,0,210,1793,0,285
104,臺北市南港區,東明里,1255,0,629,2155,0,296,2198,0,333
104,臺北市南港區,西新里,1269,0,614,2230,0,299,2287,0,315
104,臺北市南港區,玉成里,1267,0,743,2178,0,358,2275,0,385
104,臺北市南港區,合成里,1797,0,1033,3029,0,489,3212,0,544
104,臺北市南港區,成福里,1997,0,919,3388,0,445,3620,0,474
104,臺北市南港區,萬福里,1096,0,567,1811,0,251,1959,0,316
104,臺北市南港區,鴻福里,1228,0,525,2067,0,252,2301,0,273
104,臺北市南港區,百福里,1408,0,715,2454,0,315,2523,0,400
104,臺北市南港區,聯成里,1361,0,637,2304,0,312,2466,0,325
104,臺北市南港區,舊莊里,2413,0,1114,4295,0,543,4424,0,571
104,臺北市南港區,中研里,2501,0,1005,4259,0,492,4492,0,513
104,臺北市南港區,九如里,1703,0,797,2973,0,397,3018,0,400
104,臺北市南港區,仁福里,1532,0,749,2554,0,393,2650,0,356
104,臺北市南港區,重陽里,1427,0,851,2224,0,387,2397,0,464
104,臺北市內湖區,西湖里,1970,0,857,3314,0,401,3532,0,456
104,臺北市內湖區,西康里,2469,0,1289,4049,0,565,4350,0,724
104,臺北市內湖區,西安里,1783,0,804,2961,0,354,3170,0,450
104,臺北市內湖區,港墘里,1693,0,664,2780,0,258,2993,0,406
104,臺北市內湖區,港都里,1579,0,545,2596,0,240,2846,0,305
104,臺北市內湖區,港富里,2600,0,903,4420,0,412,4766,0,491
104,臺北市內湖區,港華里,2485,0,798,4238,0,374,4652,0,424
104,臺北市內湖區,內湖里,1539,0,972,2382,0,391,2689,0,581
104,臺北市內湖區,湖濱里,2281,0,927,3638,0,406,3991,0,521
104,臺北市內湖區,紫星里,2130,0,876,3645,0,384,3844,0,492
104,臺北市內湖區,大湖里,1484,0,697,2439,0,288,2644,0,409
104,臺北市內湖區,金龍里,1426,0,619,2475,0,303,2532,0,316
104,臺北市內湖區,金瑞里,1822,0,783,2981,0,337,3282,0,446
104,臺北市內湖區,碧山里,1903,0,741,3256,0,328,3341,0,413
104,臺北市內湖區,紫雲里,1608,0,678,2741,0,297,2806,0,381
104,臺北市內湖區,清白里,2278,0,1364,3463,0,546,3916,0,818
104,臺北市內湖區,葫洲里,2131,0,581,3490,0,253,3805,0,328
104,臺北市內湖區,紫陽里,2142,0,1012,3633,0,429,3819,0,583
104,臺北市內湖區,瑞陽里,2120,0,1053,3431,0,479,3733,0,574
104,臺北市內湖區,瑞光里,1283,0,492,2060,0,218,2278,0,274
104,臺北市內湖區,五分里,3061,0,1034,5261,0,473,5618,0,561
104,臺北市內湖區,東湖里,2269,0,841,3867,0,373,4118,0,468
104,臺北市內湖區,樂康里,2378,0,802,4035,0,376,4422,0,426
104,臺北市內湖區,內溝里,1272,0,563,2212,0,297,2320,0,266
104,臺北市內湖區,週美里,1931,0,1433,3102,0,699,3353,0,734
104,臺北市內湖區,行善里,1723,0,1089,2904,0,558,2964,0,531
104,臺北市內湖區,石潭里,905,0,928,1380,0,418,1485,0,510
104,臺北市內湖區,湖興里,2114,0,1846,3444,0,1023,3586,0,823
104,臺北市內湖區,湖元里,1478,0,626,2501,0,316,2682,0,310
104,臺北市內湖區,安湖里,2194,0,523,3801,0,241,4130,0,282
104,臺北市內湖區,秀湖里,1668,0,775,2763,0,378,2954,0,397
104,臺北市內湖區,安泰里,1546,0,557,2534,0,269,2736,0,288
104,臺北市內湖區,金湖里,2911,0,993,4506,0,406,5042,0,587
104,臺北市內湖區,康寧里,2527,0,652,4346,0,301,4704,0,351
104,臺北市內湖區,明湖里,1571,0,364,2670,0,163,2894,0,201
104,臺北市內湖區,蘆洲里,345,0,154,647,0,93,585,0,61
104,臺北市內湖區,麗山里,1624,0,662,2761,0,289,2918,0,373
104,臺北市內湖區,寶湖里,2340,0,1266,3647,0,553,3808,0,713
104,臺北市內湖區,南湖里,1686,0,513,2669,0,188,2940,0,325
104,臺北市士林區,仁勇里,1039,0,536,1808,0,274,1950,0,262
104,臺北市士林區,義信里,828,0,490,1422,0,236,1477,0,254
104,臺北市士林區,福林里,789,2,462,1325,0,214,1420,9,248
104,臺北市士林區,福德里,1326,0,1564,2234,0,966,2286,0,598
104,臺北市士林區,福志里,2029,0,985,3329,0,406,3607,0,579
104,臺北市士林區,舊佳里,1602,0,819,2668,0,368,2906,0,451
104,臺北市士林區,福佳里,2091,0,896,3601,0,393,3807,0,503
104,臺北市士林區,後港里,2140,0,952,3774,0,471,3907,0,481
104,臺北市士林區,福中里,1845,0,767,3229,0,360,3479,0,407
104,臺北市士林區,前港里,1211,0,534,2082,0,244,2270,0,290
104,臺北市士林區,百齡里,1914,0,651,3488,0,304,3586,0,347
104,臺北市士林區,承德里,1496,0,896,2401,0,395,2660,0,501
104,臺北市士林區,福華里,1729,0,877,2857,0,407,3093,0,470
104,臺北市士林區,明勝里,1323,0,633,2216,0,302,2353,0,331
104,臺北市士林區,福順里,1393,0,696,2455,0,339,2441,0,357
104,臺北市士林區,富光里,1507,0,654,2759,0,318,2865,0,336
104,臺北市士林區,葫蘆里,2034,0,789,3613,0,365,3828,0,424
104,臺北市士林區,葫東里,1041,0,542,1854,0,268,1943,0,274
104,臺北市士林區,社子里,1699,0,729,2979,0,351,3132,0,378
104,臺北市士林區,社新里,2367,0,1068,4288,0,520,4233,0,548
104,臺北市士林區,社園里,1912,0,731,3537,0,378,3573,0,353
104,臺北市士林區,永倫里,1885,0,853,3411,0,434,3468,0,419
104,臺北市士林區,福安里,1260,0,588,2330,0,364,2139,0,224
104,臺北市士林區,富洲里,1488,0,867,2662,0,522,2499,0,345
104,臺北市士林區,岩山里,934,0,357,1564,0,166,1740,0,191
104,臺北市士林區,名山里,1963,0,733,3221,0,283,3639,0,450
104,臺北市士林區,德行里,1156,0,736,1889,0,277,2008,0,459
104,臺北市士林區,德華里,1505,0,725,2430,0,320,2740,0,405
104,臺北市士林區,聖山里,1374,0,575,2293,0,279,2477,0,296
104,臺北市士林區,忠誠里,1521,0,665,2560,0,308,2733,0,357
104,臺北市士林區,芝山里,2041,0,773,3470,0,355,3753,0,418
104,臺北市士林區,東山里,1371,0,432,2474,0,199,2565,0,233
104,臺北市士林區,三玉里,1542,0,624,2632,0,250,2900,0,374
104,臺北市士林區,蘭雅里,2336,0,958,3833,0,424,4264,0,534
104,臺北市士林區,蘭興里,1740,1,720,2929,0,306,3215,1,414
104,臺北市士林區,天福里,1704,0,635,2860,0,253,3200,0,382
104,臺北市士林區,天祿里,1402,0,579,2353,0,243,2651,0,336
104,臺北市士林區,天壽里,1384,0,564,2224,0,251,2554,0,313
104,臺北市士林區,天和里,2050,0,717,3499,0,334,3849,0,383
104,臺北市士林區,天山里,1932,0,733,3125,0,320,3488,0,413
104,臺北市士林區,天玉里,2469,0,1010,3947,0,388,4466,0,622
104,臺北市士林區,天母里,1842,3,741,3060,22,314,3340,27,427
104,臺北市士林區,永福里,295,2,170,537,34,97,569,24,73
104,臺北市士林區,公館里,335,0,206,622,0,133,632,0,73
104,臺北市士林區,新安里,493,0,283,891,0,148,906,0,135
104,臺北市士林區,陽明里,700,3,706,1131,36,339,1232,23,367
104,臺北市士林區,菁山里,385,0,200,799,0,125,723,0,75
104,臺北市士林區,平等里,350,0,181,674,0,112,686,0,69
104,臺北市士林區,溪山里,353,0,203,669,0,117,643,0,86
104,臺北市士林區,翠山里,725,0,468,1080,0,225,1207,0,243
104,臺北市士林區,臨溪里,774,0,415,1294,0,214,1346,0,201
104,臺北市北投區,建民里,1130,0,565,1873,0,278,2013,0,287
104,臺北市北投區,文林里,1127,0,530,1907,0,232,1988,0,298
104,臺北市北投區,石牌里,1422,0,674,2394,0,310,2608,0,364
104,臺北市北投區,福興里,1980,0,705,3279,0,318,3647,0,387
104,臺北市北投區,榮光里,2119,0,689,3559,0,326,3939,0,363
104,臺北市北投區,榮華里,2036,0,927,3373,0,403,3595,0,524
104,臺北市北投區,裕民里,2090,0,986,3419,0,424,3676,0,562
104,臺北市北投區,振華里,2075,0,814,3450,0,392,3833,0,422
104,臺北市北投區,永和里,2493,0,1174,4127,0,537,4418,0,637
104,臺北市北投區,永欣里,2240,1,1127,3387,7,464,3690,3,663
104,臺北市北投區,永明里,1395,0,478,2253,0,204,2542,0,274
104,臺北市北投區,東華里,1236,2,376,2032,3,168,2305,0,208
104,臺北市北投區,吉利里,2008,0,549,3419,0,236,3616,0,313
104,臺北市北投區,吉慶里,1506,0,459,2518,0,208,2773,0,251
104,臺北市北投區,尊賢里,1336,0,442,2203,0,215,2503,0,227
104,臺北市北投區,立賢里,1536,0,522,2571,0,235,2820,0,287
104,臺北市北投區,立農里,2490,0,909,4269,0,432,4549,0,477
104,臺北市北投區,八仙里,1406,1,713,2433,4,355,2565,2,358
104,臺北市北投區,洲美里,567,0,296,988,0,165,974,0,131
104,臺北市北投區,奇岩里,2457,0,1172,4376,0,562,4481,0,610
104,臺北市北投區,清江里,2351,0,1840,3968,0,1093,4116,0,747
104,臺北市北投區,中央里,2276,0,1130,3896,0,507,4117,0,623
104,臺北市北投區,長安里,1575,1,1054,2542,0,444,2842,2,610
104,臺北市北投區,大同里,1596,0,784,2710,0,400,2800,0,384
104,臺北市北投區,溫泉里,1777,0,1007,2873,0,443,3177,0,564
104,臺北市北投區,林泉里,889,0,660,1420,0,322,1477,0,338
104,臺北市北投區,中心里,1654,0,1384,2519,0,575,2804,0,809
104,臺北市北投區,中庸里,1205,0,573,1989,0,265,2074,0,308
104,臺北市北投區,開明里,1703,0,878,2861,0,398,3085,0,480
104,臺北市北投區,中和里,1302,1,665,2215,17,308,2380,15,357
104,臺北市北投區,智仁里,1687,0,638,2915,0,273,3101,0,365
104,臺北市北投區,秀山里,869,0,375,1537,0,192,1610,0,183
104,臺北市北投區,文化里,1225,0,450,1975,0,207,2135,0,243
104,臺北市北投區,豐年里,1258,0,457,2162,0,240,2328,0,217
104,臺北市北投區,稻香里,1325,0,726,2309,0,354,2277,0,372
104,臺北市北投區,桃源里,1580,0,740,2708,0,384,2861,0,356
104,臺北市北投區,一德里,1930,2,847,3430,4,419,3506,3,428
104,臺北市北投區,關渡里,2852,1,1309,4995,252,590,5186,84,719
104,臺北市北投區,泉源里,569,0,278,1110,0,172,1059,0,106
104,臺北市北投區,湖山里,414,0,299,780,0,176,759,0,123
104,臺北市北投區,大屯里,288,0,142,585,0,89,539,0,53
104,臺北市北投區,湖田里,242,0,142,470,0,91,414,0,51
104,桃園市桃園區,文化里,203,0,172,295,0,82,352,0,90
104,桃園市桃園區,文明里,407,0,206,686,0,97,764,0,109
104,桃園市桃園區,武陵里,411,0,442,617,0,224,659,0,218
104,桃園市桃園區,大林里,3090,0,1335,5482,0,656,5677,0,679
104,桃園市桃園區,忠義里,2564,0,1084,4111,0,470,4559,0,614
104,桃園市桃園區,會稽里,2651,0,1416,4363,0,653,4558,0,763
104,桃園市桃園區,長美里,267,0,239,465,0,136,486,0,103
104,桃園市桃園區,民生里,417,0,290,712,0,127,714,0,163
104,桃園市桃園區,永興里,486,0,290,867,0,138,864,0,152
104,桃園市桃園區,汴洲里,1344,0,677,2423,0,323,2368,0,354
104,桃園市桃園區,永安里,1365,0,655,2419,0,329,2468,0,326
104,桃園市桃園區,東埔里,1358,0,671,2434,0,313,2557,0,358
104,桃園市桃園區,東門里,843,1,585,1318,7,274,1426,6,311
104,桃園市桃園區,東山里,520,0,415,890,0,210,861,0,205
104,桃園市桃園區,萬壽里,274,0,164,503,0,87,508,0,77
104,桃園市桃園區,長安里,1068,0,363,1930,0,172,1926,0,191
104,桃園市桃園區,中埔里,608,0,184,1236,0,119,1209,0,65
104,桃園市桃園區,西埔里,890,0,273,1750,0,156,1693,0,117
104,桃園市桃園區,西門里,479,0,330,785,0,165,806,0,165
104,桃園市桃園區,中和里,372,0,267,684,0,139,657,0,128
104,桃園市桃園區,文昌里,236,0,152,445,0,82,466,0,70
104,桃園市桃園區,新埔里,2732,0,1217,4520,0,553,4731,0,664
104,桃園市桃園區,中山里,1998,0,813,3344,0,391,3517,0,422
104,桃園市桃園區,慈文里,1900,0,713,3240,0,322,3405,0,391
104,桃園市桃園區,西湖里,436,0,243,732,0,103,783,0,140
104,桃園市桃園區,南門里,1845,0,727,3098,0,363,3308,0,364
104,桃園市桃園區,南華里,411,0,221,713,0,110,773,0,111
104,桃園市桃園區,玉山里,1478,0,598,2610,0,295,2687,0,303
104,桃園市桃園區,中成里,1284,0,514,2298,0,251,2329,0,263
104,桃園市桃園區,中正里,1453,0,730,2413,0,344,2482,0,386
104,桃園市桃園區,北門里,461,0,314,791,0,147,820,0,167
104,桃園市桃園區,雲林里,1894,0,713,3165,0,323,3488,0,390
104,桃園市桃園區,福林里,1824,0,568,3282,0,269,3397,0,299
104,桃園市桃園區,光興里,1579,0,608,2760,0,274,2913,0,334
104,桃園市桃園區,龍山里,1021,1,414,1911,2,221,1849,2,193
104,桃園市桃園區,龍岡里,1803,0,775,3005,0,374,3104,0,401
104,桃園市桃園區,成功里,1198,0,527,2003,0,236,2118,0,291
104,桃園市桃園區,青溪里,1378,0,559,2562,0,273,2597,0,286
104,桃園市桃園區,朝陽里,600,0,332,963,0,166,1020,0,166
104,桃園市桃園區,中興里,1670,0,565,3039,0,267,3109,0,298
104,桃園市桃園區,豐林里,1948,0,829,3347,0,395,3470,0,434
104,桃園市桃園區,建國里,1460,0,683,2574,0,318,2551,0,365
104,桃園市桃園區,大豐里,1526,0,508,2665,0,218,2798,0,290
104,桃園市桃園區,福安里,1289,0,662,2184,0,286,2340,0,376
104,桃園市桃園區,三民里,1292,0,589,2150,0,262,2266,0,327
104,桃園市桃園區,大興里,3118,0,1612,5229,0,742,5328,0,870
104,桃園市桃園區,春日里,1798,1,927,3115,2,454,3136,0,473
104,桃園市桃園區,信光里,2010,0,995,3500,0,465,3577,0,530
104,桃園市桃園區,中寧里,1828,0,1130,2887,0,495,3132,0,635
104,桃園市桃園區,同安里,2387,0,1092,3969,0,521,4224,0,571
104,桃園市桃園區,莊敬里,2506,0,1348,3999,0,632,4287,0,716
104,桃園市桃園區,文中里,743,0,363,1344,0,223,1353,0,140
104,桃園市桃園區,泰山里,1153,0,499,1978,0,239,1996,0,260
104,桃園市桃園區,中路里,1156,0,565,1905,0,264,2070,0,301
104,桃園市桃園區,中德里,1953,0,724,3572,0,355,3549,0,369
104,桃園市桃園區,龍祥里,1438,0,595,2456,0,298,2572,0,297
104,桃園市桃園區,大有里,1622,0,997,2574,0,451,2799,0,546
104,桃園市桃園區,寶山里,2515,0,1177,4099,0,564,4295,0,613
104,桃園市桃園區,龍鳳里,2406,0,2284,3868,0,1461,4029,0,823
104,桃園市桃園區,龍安里,1512,0,646,2582,0,290,2607,0,356
104,桃園市桃園區,自強里,2208,0,1066,3609,0,448,3719,0,618
104,桃園市桃園區,中信里,1707,0,805,2840,0,390,2964,0,415
104,桃園市桃園區,長德里,1429,0,652,2420,0,309,2580,0,343
104,桃園市桃園區,中平里,1366,0,712,2230,0,344,2302,0,368
104,桃園市桃園區,中原里,1428,0,531,2349,0,230,2547,0,301
104,桃園市桃園區,中泰里,1336,0,469,2177,0,214,2365,0,255
104,桃園市桃園區,南埔里,1418,0,663,2312,0,309,2609,0,354
104,桃園市桃園區,寶慶里,1930,0,864,3123,0,346,3358,0,518
104,桃園市桃園區,北埔里,1407,0,557,2335,0,256,2507,0,301
104,桃園市桃園區,中聖里,1717,0,891,2638,0,335,2970,0,556
104,桃園市桃園區,龍壽里,1669,0,792,2842,0,387,2977,0,405
104,桃園市桃園區,同德里,2056,0,772,3354,0,339,3532,0,433
104,桃園市桃園區,明德里,1022,0,387,1677,0,173,1792,0,214
104,桃園市桃園區,寶安里,2616,0,1025,4187,0,436,4655,0,589
104,桃園市桃園區,瑞慶里,1818,0,769,2929,0,369,3193,0,400
104,桃園市桃園區,三元里,1079,0,503,1844,0,248,1898,0,255
104,桃園市中壢區,龍平里,896,0,400,1595,0,174,1670,0,226
104,桃園市中壢區,龍昌里,1581,0,599,2817,0,322,2880,0,277
104,桃園市中壢區,仁德里,950,0,493,1605,0,237,1643,0,256
104,桃園市中壢區,永興里,237,0,186,436,0,97,432,0,89
104,桃園市中壢區,內壢里,631,0,260,1162,0,123,1116,0,137
104,桃園市中壢區,成功里,1273,0,263,2424,0,149,2474,0,114
104,桃園市中壢區,光明里,1631,0,819,2740,0,367,2864,0,452
104,桃園市中壢區,自立里,1572,0,904,2484,0,460,2564,0,444
104,桃園市中壢區,自強里,1063,0,438,1751,0,210,1864,0,228
104,桃園市中壢區,中堅里,1177,0,532,2003,0,246,2070,0,286
104,桃園市中壢區,龍興里,1219,0,549,2149,0,273,2149,0,276
104,桃園市中壢區,仁美里,1708,0,700,2881,0,326,3088,0,374
104,桃園市中壢區,仁愛里,836,0,320,1565,0,169,1451,0,151
104,桃園市中壢區,新街里,556,0,402,885,0,204,942,0,198
104,桃園市中壢區,中央里,987,0,627,1672,0,314,1737,0,313
104,桃園市中壢區,普仁里,1299,0,833,2221,0,454,2372,0,379
104,桃園市中壢區,普義里,1412,0,1876,2120,0,1240,2273,0,636
104,桃園市中壢區,忠義里,917,0,603,1559,0,299,1633,0,304
104,桃園市中壢區,中正里,1412,0,622,2529,0,307,2487,0,315
104,桃園市中壢區,興仁里,967,0,603,1619,0,325,1724,0,278
104,桃園市中壢區,東興里,944,0,581,1587,0,272,1653,0,309
104,桃園市中壢區,洽溪里,771,0,572,1391,0,307,1342,0,265
104,桃園市中壢區,篤行里,738,0,447,1231,0,230,1256,0,217
104,桃園市中壢區,新明里,1106,0,581,1931,0,283,1985,0,298
104,桃園市中壢區,新興里,1173,0,447,1975,0,207,2122,0,240
104,桃園市中壢區,中原里,1109,0,477,1997,0,226,2113,0,251
104,桃園市中壢區,內定里,1871,0,428,3834,0,254,3759,0,174
104,桃園市中壢區,中壢里,201,0,113,384,0,65,389,0,48
104,桃園市中壢區,龍岡里,1363,0,406,2545,0,207,2541,0,199
104,桃園市中壢區,仁祥里,890,0,325,1565,0,158,1531,0,167
104,桃園市中壢區,水尾里,989,0,453,1876,0,245,1767,0,208
104,桃園市中壢區,青埔里,659,0,556,1162,0,283,1183,0,273
104,桃園市中壢區,復興里,2911,0,1084,4871,0,512,5150,0,572
104,桃園市中壢區,文化里,2570,0,624,4843,0,302,5174,0,322
104,桃園市中壢區,興國里,558,0,310,1011,0,138,1028,0,172
104,桃園市中壢區,忠福里,2125,0,1085,3704,0,535,3785,0,550
104,桃園市中壢區,信義里,1426,0,469,2457,0,220,2597,0,249
104,桃園市中壢區,石頭里,485,0,356,840,0,178,832,0,178
104,桃園市中壢區,龍東里,1412,0,606,2551,0,276,2632,0,330
104,桃園市中壢區,中建里,271,0,194,505,0,100,499,0,94
104,桃園市中壢區,興南里,846,0,799,1254,0,341,1398,0,458
104,桃園市中壢區,後寮里,1357,0,569,2394,0,296,2396,0,273
104,桃園市中壢區,過嶺里,1431,0,594,2624,0,331,2642,0,263
104,桃園市中壢區,五權里,1740,1,807,3241,1,400,3193,0,407
104,桃園市中壢區,舊明里,436,0,218,843,0,119,778,0,99
104,桃園市中壢區,芝芭里,771,0,398,1538,0,235,1410,0,163
104,桃園市中壢區,月眉里,1297,0,419,2647,0,248,2577,0,171
104,桃園市中壢區,三民里,845,0,272,1796,0,166,1696,0,106
104,桃園市中壢區,山東里,980,0,409,2018,0,243,1877,0,166
104,桃園市中壢區,中榮里,255,0,151,501,0,79,519,0,72
104,桃園市中壢區,內厝里,1252,0,485,2525,0,245,2348,0,240
104,桃園市中壢區,振興里,1307,0,478,2401,0,254,2451,0,224
104,桃園市中壢區,普慶里,777,0,220,1504,0,117,1511,0,103
104,桃園市中壢區,興和里,834,0,337,1557,0,191,1558,0,146
104,桃園市中壢區,永光里,1575,0,872,2711,0,394,2823,0,478
104,桃園市中壢區,復華里,1604,0,602,2761,0,282,2927,0,320
104,桃園市中壢區,忠孝里,1404,0,468,2470,0,225,2486,0,243
104,桃園市中壢區,福德里,803,0,304,1440,0,160,1465,0,144
104,桃園市中壢區,和平里,759,0,166,1478,0,89,1540,0,77
104,桃園市中壢區,普忠里,1082,1,471,1795,5,257,1929,0,214
104,桃園市中壢區,普強里,1133,0,459,1956,0,229,2061,0,230
104,桃園市中壢區,明德里,1479,0,509,2563,0,261,2683,0,248
104,桃園市中壢區,至善里,1080,0,560,1834,0,277,1887,0,283
104,桃園市中壢區,五福里,991,0,445,1851,0,206,1853,0,239
104,桃園市中壢區,龍德里,1172,0,508,2078,0,243,2084,0,265
104,桃園市中壢區,正義里,1318,0,490,2365,0,234,2420,0,256
104,桃園市中壢區,龍安里,644,0,233,1157,0,99,1201,0,134
104,桃園市中壢區,中山里,1429,0,667,2334,0,325,2469,0,342
104,桃園市中壢區,德義里,789,0,418,1343,0,185,1385,0,233
104,桃園市中壢區,仁義里,1057,0,649,1824,0,318,1836,0,331
104,桃園市中壢區,華勛里,899,0,348,1621,0,164,1592,0,184
104,桃園市中壢區,仁福里,1419,0,630,2380,0,282,2476,0,348
104,桃園市中壢區,幸福里,1730,0,811,2877,0,381,3062,0,430
104,桃園市中壢區,永福里,1627,0,649,2898,0,349,2861,0,300
104,桃園市中壢區,仁和里,1163,0,460,1995,0,220,1942,0,240
104,桃園市中壢區,華愛里,991,0,358,1775,0,189,1850,0,169
104,桃園市中壢區,莊敬里,1049,0,486,1695,0,235,1789,0,251
104,桃園市中壢區,自治里,1032,0,563,1670,0,248,1753,0,315
104,桃園市中壢區,健行里,1502,0,500,2586,0,228,2824,0,272
104,桃園市中壢區,興平里,704,0,282,1383,0,135,1302,0,147
104,桃園市中壢區,中興里,934,0,498,1514,0,228,1719,0,270
104,桃園市中壢區,龍慈里,1483,0,770,2332,0,375,2506,0,395
104,桃園市中壢區,自信里,1599,0,870,2511,0,423,2727,0,447
104,桃園市中壢區,林森里,1211,0,506,2103,0,233,2104,0,273
104,桃園市中壢區,金華里,1215,0,797,1802,0,304,2025,0,493
104,桃園市大溪區,興和里,432,0,228,823,0,106,788,0,122
104,桃園市大溪區,福仁里,251,0,120,542,0,66,494,0,54
104,桃園市大溪區,一心里,1390,0,667,2573,0,373,2557,0,294
104,桃園市大溪區,一德里,1596,0,624,2993,0,315,3088,0,309
104,桃園市大溪區,月眉里,314,0,127,690,0,80,631,0,47
104,桃園市大溪區,永福里,255,0,181,486,0,110,421,0,71
104,桃園市大溪區,美華里,803,0,400,1640,0,241,1484,0,159
104,桃園市大溪區,福安里,582,0,358,1166,0,205,1059,0,153
104,桃園市大溪區,復興里,239,0,157,502,0,98,392,0,59
104,桃園市大溪區,新峰里,207,0,158,425,0,92,352,0,66
104,桃園市大溪區,康安里,338,0,152,683,0,91,646,0,61
104,桃園市大溪區,義和里,471,0,213,975,0,122,875,0,91
104,桃園市大溪區,瑞興里,690,0,252,1503,0,175,1347,0,77
104,桃園市大溪區,中新里,388,0,196,817,0,134,707,0,62
104,桃園市大溪區,仁義里,884,0,462,1469,0,202,1550,0,260
104,桃園市大溪區,僑愛里,765,0,442,1268,0,204,1333,0,238
104,桃園市大溪區,仁善里,1995,1,752,3776,1,407,3678,4,345
104,桃園市大溪區,仁愛里,1421,0,497,2764,0,265,2711,0,232
104,桃園市大溪區,仁武里,856,0,364,1651,0,186,1630,0,178
104,桃園市大溪區,員林里,425,0,163,852,0,91,827,0,72
104,桃園市大溪區,南興里,1340,0,493,2809,0,312,2483,0,181
104,桃園市大溪區,瑞源里,1097,0,365,2127,0,217,2014,0,148
104,桃園市大溪區,光明里,705,0,295,1328,0,122,1290,0,173
104,桃園市大溪區,三元里,880,0,278,1596,0,130,1613,0,148
104,桃園市大溪區,田心里,1340,1,407,2651,1,205,2577,6,202
104,桃園市大溪區,仁文里,1060,0,537,2023,0,250,1947,0,287
104,桃園市大溪區,仁和里,1398,0,444,2699,0,229,2674,0,215
104,桃園市楊梅區,楊梅里,1082,0,365,2111,0,174,2094,0,191
104,桃園市楊梅區,楊江里,304,0,131,580,0,71,592,0,60
104,桃園市楊梅區,紅梅里,752,0,275,1472,0,132,1441,0,143
104,桃園市楊梅區,永寧里,1915,0,1241,3338,0,728,3461,0,513
104,桃園市楊梅區,大平里,875,0,279,1862,0,158,1786,0,121
104,桃園市楊梅區,東流里,800,0,334,1550,0,197,1391,0,137
104,桃園市楊梅區,水美里,1145,0,341,2347,0,197,2177,0,144
104,桃園市楊梅區,上田里,695,0,234,1499,0,151,1356,0,83
104,桃園市楊梅區,梅新里,570,0,200,1127,0,113,1095,0,87
104,桃園市楊梅區,大同里,936,0,253,1909,0,142,1824,0,111
104,桃園市楊梅區,埔心里,393,0,155,769,0,88,765,0,67
104,桃園市楊梅區,金龍里,354,0,214,548,0,104,591,0,110
104,桃園市楊梅區,瑞塘里,1441,0,521,2646,0,251,2687,0,270
104,桃園市楊梅區,四維里,1303,0,523,2282,0,265,2291,0,258
104,桃園市楊梅區,梅溪里,1079,0,501,1871,0,261,1888,0,240
104,桃園市楊梅區,高山里,1143,1,444,2012,1,236,2070,0,208
104,桃園市楊梅區,高榮里,882,1,383,1746,4,237,1695,4,146
104,桃園市楊梅區,仁美里,1130,0,454,2084,0,230,2036,0,224
104,桃園市楊梅區,光華里,928,0,429,1679,0,220,1715,0,209
104,桃園市楊梅區,富岡里,505,0,227,1008,0,118,971,0,109
104,桃園市楊梅區,豐野里,991,1,351,2117,0,179,1967,1,172
104,桃園市楊梅區,員本里,732,0,317,1472,0,187,1343,0,130
104,桃園市楊梅區,瑞原里,1059,0,330,2143,0,194,2021,0,136
104,桃園市楊梅區,三湖里,717,0,260,1478,0,149,1389,0,111
104,桃園市楊梅區,上湖里,1386,0,645,2567,0,368,2461,0,277
104,桃園市楊梅區,中山里,899,0,281,1628,0,132,1738,0,149
104,桃園市楊梅區,楊明里,1602,0,699,2730,0,353,2834,0,346
104,桃園市楊梅區,金溪里,1200,0,482,1972,0,220,2088,0,262
104,桃園市楊梅區,裕成里,979,0,381,1707,0,197,1672,0,184
104,桃園市楊梅區,秀才里,899,0,241,1856,0,135,1803,0,106
104,桃園市楊梅區,青山里,1092,0,781,1743,0,427,1790,0,354
104,桃園市楊梅區,新榮里,1074,0,285,2000,0,146,2085,0,139
104,桃園市楊梅區,雙榮里,942,0,261,1781,0,138,1768,0,123
104,桃園市楊梅區,瑞坪里,1750,0,573,3144,0,273,3149,0,300
104,桃園市楊梅區,永平里,524,0,267,953,0,145,931,0,122
104,桃園市楊梅區,瑞溪里,1018,0,467,1663,0,226,1806,0,241
